strategy,model,evaluation_set,date_finished,training_time,fold,accuracy,loss,precision(0),recall(0),f1-score(0),support(0),precision(1),recall(1),f1-score(1),support(1),precision(2),recall(2),f1-score(2),support(2),precision(3),recall(3),f1-score(3),support(3),precision(macro avg),recall(macro avg),f1-score(macro avg),support(macro avg),precision(weighted avg),recall(weighted avg),f1-score(weighted avg),support(weighted avg)
Baseline,LSTM,Whitespace 5,2024-12-20 16:43:09.853396,473.55054354667664,1,0.8852631578947369,0.3533542454242706,0.931054131054131,0.86,0.8941176470588236,1900.0,0.9522799575821844,0.9452631578947368,0.948758584257792,1900.0,0.8731218697829716,0.8257894736842105,0.8487963213416283,1900.0,0.799722479185939,0.91,0.8513047759724274,1900.0,0.8890446094013066,0.8852631578947369,0.8857443321576679,7600.0,0.8890446094013065,0.8852631578947369,0.8857443321576677,7600.0
Baseline,LSTM,Synonym 1,2024-12-20 16:43:11.779999,473.55054354667664,1,0.8647368421052631,0.4087581634521484,0.9298957126303592,0.8447368421052631,0.885273028130171,1900.0,0.9352290679304898,0.9347368421052632,0.9349828902342722,1900.0,0.8731475992886781,0.7752631578947369,0.8212991357680512,1900.0,0.7508741258741258,0.9042105263157896,0.8204393505253104,1900.0,0.8722866264309133,0.8647368421052631,0.8654986011644512,7600.0,0.8722866264309131,0.8647368421052631,0.8654986011644513,7600.0
Baseline,LSTM,Synonym 2,2024-12-20 16:43:13.753384,473.55054354667664,1,0.8415789473684211,0.4741730690002441,0.9317632850241546,0.8121052631578948,0.8678290213723284,1900.0,0.9211640211640212,0.9163157894736842,0.9187335092348284,1900.0,0.8752399232245681,0.72,0.7900664164019636,1900.0,0.700120433560819,0.9178947368421052,0.7943520838077887,1900.0,0.8570719157433907,0.841578947368421,0.8427452577042273,7600.0,0.8570719157433907,0.8415789473684211,0.8427452577042274,7600.0
Baseline,LSTM,Synonym 3,2024-12-20 16:43:15.688011,473.55054354667664,1,0.8292105263157895,0.5120741128921509,0.92696287279367,0.8015789473684211,0.8597233982500706,1900.0,0.9150187065740246,0.9010526315789472,0.9079819676478388,1900.0,0.8717948717948718,0.6978947368421052,0.7752119263373283,1900.0,0.6787524366471734,0.9163157894736842,0.7798432250839865,1900.0,0.848132221952435,0.8292105263157895,0.8306901293298061,7600.0,0.848132221952435,0.8292105263157895,0.830690129329806,7600.0
Baseline,LSTM,Synonym 4,2024-12-20 16:43:17.638269,473.55054354667664,1,0.8186842105263158,0.5380589962005615,0.9286157666045934,0.7873684210526316,0.8521788664198234,1900.0,0.906951871657754,0.8926315789473684,0.89973474801061,1900.0,0.8689189189189189,0.6768421052631579,0.7609467455621302,1900.0,0.660856384994316,0.9178947368421052,0.7684512007050011,1900.0,0.8413357355438956,0.8186842105263158,0.8203278901743911,7600.0,0.8413357355438955,0.8186842105263158,0.8203278901743911,7600.0
Baseline,LSTM,Synonym 5,2024-12-20 16:43:19.603003,473.55054354667664,1,0.8147368421052632,0.547256350517273,0.924563591022444,0.7805263157894737,0.8464611872146118,1900.0,0.903927813163482,0.8963157894736842,0.9001057082452432,1900.0,0.8687285223367698,0.6652631578947369,0.7535022354694486,1900.0,0.6556266465939029,0.916842105263158,0.7645380732938336,1900.0,0.8382116432791495,0.8147368421052632,0.8161518010557843,7600.0,0.8382116432791497,0.8147368421052632,0.8161518010557842,7600.0
Baseline,LSTM,Antonym 1,2024-12-20 16:43:21.543969,473.55054354667664,1,0.895,0.3253256976604461,0.9107625743645212,0.8863157894736842,0.8983728994398507,1900.0,0.9510671525247268,0.9615789473684212,0.9562941638314576,1900.0,0.8752052545155994,0.8415789473684211,0.8580627850818353,1900.0,0.8447329006490265,0.8905263157894737,0.8670253651037664,1900.0,0.8954419705134685,0.895,0.8949388033642275,7600.0,0.8954419705134685,0.895,0.8949388033642275,7600.0
Baseline,LSTM,Antonym 2,2024-12-20 16:43:23.491037,473.55054354667664,1,0.8894736842105263,0.3343364000320434,0.902267818574514,0.8794736842105263,0.8907249466950959,1900.0,0.9492412349555208,0.9547368421052632,0.9519811073209132,1900.0,0.8761799000555247,0.8305263157894737,0.8527425020264793,1900.0,0.8334970530451866,0.8931578947368422,0.8622967479674797,1900.0,0.8902965016576865,0.8894736842105262,0.889436326002492,7600.0,0.8902965016576865,0.8894736842105263,0.889436326002492,7600.0
Baseline,LSTM,Antonym 3,2024-12-20 16:43:25.442768,473.55054354667664,1,0.8952631578947369,0.3308427929878235,0.914301310043668,0.881578947368421,0.897642015005359,1900.0,0.9549266247379457,0.9589473684210528,0.9569327731092436,1900.0,0.8797783933518005,0.8357894736842105,0.8572199730094467,1900.0,0.8364963503649635,0.9047368421052632,0.8692793931731985,1900.0,0.8963756696245945,0.8952631578947369,0.895268538574312,7600.0,0.8963756696245944,0.8952631578947369,0.895268538574312,7600.0
Baseline,LSTM,Antonym 4,2024-12-20 16:43:27.400879,473.55054354667664,1,0.895,0.3296326696872711,0.9153468050245768,0.8821052631578947,0.8984186545162155,1900.0,0.9528548978522788,0.9573684210526316,0.955106327119979,1900.0,0.8841463414634146,0.8394736842105263,0.8612311015118791,1900.0,0.8326848249027238,0.9010526315789472,0.865520728008089,1900.0,0.8962582173107485,0.895,0.8950692027890407,7600.0,0.8962582173107485,0.895,0.8950692027890407,7600.0
Baseline,LSTM,Antonym 5,2024-12-20 16:43:29.359626,473.55054354667664,1,0.8913157894736842,0.3284501135349273,0.9155162893429044,0.8726315789473684,0.8935596874157908,1900.0,0.9523310633839708,0.956842105263158,0.954581254922552,1900.0,0.8747228381374723,0.8305263157894737,0.8520518358531317,1900.0,0.8285163776493256,0.9052631578947368,0.8651911468812877,1900.0,0.8927716421284182,0.8913157894736843,0.8913459812681905,7600.0,0.8927716421284183,0.8913157894736842,0.8913459812681904,7600.0
Baseline,LSTM,Deletion 1,2024-12-20 16:43:31.293451,473.55054354667664,1,0.9013157894736842,0.3134349882602691,0.936026936026936,0.8778947368421053,0.9060293318848452,1900.0,0.9541666666666668,0.9642105263157896,0.9591623036649216,1900.0,0.8708820403825718,0.8626315789473684,0.866737176097303,1900.0,0.8487103174603174,0.9005263157894737,0.8738508682328907,1900.0,0.9024464901341228,0.9013157894736844,0.90144491996999,7600.0,0.902446490134123,0.9013157894736842,0.9014449199699902,7600.0
