corruption_type,mean,lower,upper,percentile,category
spatter_3,0.470810025779,0.41958087357499996,0.520498561,50.526315789473685,Mid-Range
spatter_4,0.41714938610400004,0.281690009675,0.6174333835,49.473684210526315,Mid-Range
spatter_5,0.678216617893,0.4448132926250001,1.00750995775,69.47368421052632,Mid-Range
speckle_noise_1,0.086612955588,0.04772981819000001,0.13842114173499998,9.473684210526317,Lowest
speckle_noise_2,0.2538499628654,0.11568265245250002,0.4558404006775,33.68421052631579,Mid-Range
speckle_noise_3,0.3422465139323,0.14614091354250003,0.6611704720175,42.10526315789473,Mid-Range
speckle_noise_4,0.536776999229,0.222471748375,1.0257922911499997,56.84210526315789,Mid-Range
speckle_noise_5,0.6542067256599999,0.30470903185000003,1.2199814044,66.3157894736842,Mid-Range
zoom_blur_1,0.279033070069,0.23872945050000002,0.316229344325,36.84210526315789,Mid-Range
zoom_blur_2,0.38428890269699995,0.319607094475,0.444241044725,45.26315789473684,Mid-Range
zoom_blur_3,0.529631636801,0.44771739952500006,0.603821736775,54.736842105263165,Mid-Range
zoom_blur_4,0.693932365571,0.58314367025,0.785710058625,72.63157894736842,Mid-Range
zoom_blur_5,0.835021836479,0.70665372195,0.9532791557,76.84210526315789,Highest
