Approach,Model,Corruption Type,Date,Training Time,Fscore
Salt&Pepper,Xception,elastic_3,2024-04-14 21:02:05.660353,926.3911502361298,0.786262519871338
Salt&Pepper,Xception,fog_3,2024-04-14 21:02:08.210129,926.3911502361298,0.6774965134256596
Salt&Pepper,Xception,frost_3,2024-04-14 21:02:10.759305,926.3911502361298,0.7409814256790199
Salt&Pepper,Xception,frosted_glass_blur_3,2024-04-14 21:02:13.306231,926.3911502361298,0.8169916878555454
Salt&Pepper,Xception,gaussian_blur_3,2024-04-14 21:02:15.860540,926.3911502361298,0.8276900222986775
Salt&Pepper,Xception,gaussian_noise_3,2024-04-14 21:02:18.408248,926.3911502361298,0.8492401781027807
Salt&Pepper,Xception,impulse_noise_3,2024-04-14 21:02:20.958180,926.3911502361298,0.8544988555315193
Salt&Pepper,Xception,jpeg_compression_3,2024-04-14 21:02:23.521777,926.3911502361298,0.8672676703810398
Salt&Pepper,Xception,motion_blur_3,2024-04-14 21:02:26.059991,926.3911502361298,0.7248055590387837
Salt&Pepper,Xception,pixelate_3,2024-04-14 21:02:28.616821,926.3911502361298,0.8823836873080285
Salt&Pepper,Xception,saturate_3,2024-04-14 21:02:31.165874,926.3911502361298,0.8569090288212384
Salt&Pepper,Xception,shot_noise_3,2024-04-14 21:02:33.713334,926.3911502361298,0.8610017865165972
Salt&Pepper,Xception,snow_3,2024-04-14 21:02:36.253048,926.3911502361298,0.7889963414031138
Salt&Pepper,Xception,spatter_3,2024-04-14 21:02:38.804415,926.3911502361298,0.7741951067413652
Salt&Pepper,Xception,speckle_noise_3,2024-04-14 21:02:41.353694,926.3911502361298,0.8694694763734967
Salt&Pepper,Xception,zoom_blur_3,2024-04-14 21:02:43.899156,926.3911502361298,0.8136211841047389
Salt&Pepper,Xception,brightness_3,2024-04-14 21:14:43.189858,714.5538823604584,0.7827910954177402
Salt&Pepper,Xception,contrast_3,2024-04-14 21:14:46.699914,714.5538823604584,0.4684045988862331
Salt&Pepper,Xception,defocus_blur_3,2024-04-14 21:14:49.255306,714.5538823604584,0.7688288589054849
Salt&Pepper,Xception,elastic_3,2024-04-14 21:14:51.802759,714.5538823604584,0.7118572146168495
Salt&Pepper,Xception,fog_3,2024-04-14 21:14:54.357894,714.5538823604584,0.6609779436651818
Salt&Pepper,Xception,frost_3,2024-04-14 21:14:56.918828,714.5538823604584,0.6519040587486543
Salt&Pepper,Xception,frosted_glass_blur_3,2024-04-14 21:14:59.475983,714.5538823604584,0.7237272667029153
Salt&Pepper,Xception,gaussian_blur_3,2024-04-14 21:15:02.033233,714.5538823604584,0.7197603717619871
Salt&Pepper,Xception,gaussian_noise_3,2024-04-14 21:15:04.592676,714.5538823604584,0.7619555416392174
Salt&Pepper,Xception,impulse_noise_3,2024-04-14 21:15:07.144251,714.5538823604584,0.7606211265622195
Salt&Pepper,Xception,jpeg_compression_3,2024-04-14 21:15:09.718915,714.5538823604584,0.7998822694725871
Salt&Pepper,Xception,motion_blur_3,2024-04-14 21:15:12.323154,714.5538823604584,0.6022810792117675
Salt&Pepper,Xception,pixelate_3,2024-04-14 21:15:14.879771,714.5538823604584,0.8020576118713036
Salt&Pepper,Xception,saturate_3,2024-04-14 21:15:17.441772,714.5538823604584,0.8164577954994965
Salt&Pepper,Xception,shot_noise_3,2024-04-14 21:15:20.000343,714.5538823604584,0.7888250979327066
Salt&Pepper,Xception,snow_3,2024-04-14 21:15:22.556752,714.5538823604584,0.7236281332195323
Salt&Pepper,Xception,spatter_3,2024-04-14 21:15:25.127044,714.5538823604584,0.7339914477990288
Salt&Pepper,Xception,speckle_noise_3,2024-04-14 21:15:27.684592,714.5538823604584,0.7999428761790806
Salt&Pepper,Xception,zoom_blur_3,2024-04-14 21:15:30.242933,714.5538823604584,0.6949119159878324
Salt&Pepper,Xception,brightness_3,2024-04-14 21:28:20.687803,765.6651048660278,0.8125822940843879
Salt&Pepper,Xception,contrast_3,2024-04-14 21:28:24.031438,765.6651048660278,0.4781364967423213
Salt&Pepper,Xception,defocus_blur_3,2024-04-14 21:28:26.589402,765.6651048660278,0.8297657316004667
Salt&Pepper,Xception,elastic_3,2024-04-14 21:28:29.148000,765.6651048660278,0.779630287340539
Salt&Pepper,Xception,fog_3,2024-04-14 21:28:31.706393,765.6651048660278,0.6881308230083464
Salt&Pepper,Xception,frost_3,2024-04-14 21:28:34.282935,765.6651048660278,0.7174060579776218
Salt&Pepper,Xception,frosted_glass_blur_3,2024-04-14 21:28:36.848978,765.6651048660278,0.7900197321748971
Salt&Pepper,Xception,gaussian_blur_3,2024-04-14 21:28:39.419737,765.6651048660278,0.7967478689988563
Salt&Pepper,Xception,gaussian_noise_3,2024-04-14 21:28:41.988707,765.6651048660278,0.8107471230801313
Salt&Pepper,Xception,impulse_noise_3,2024-04-14 21:28:44.572574,765.6651048660278,0.8183542843510752
Salt&Pepper,Xception,jpeg_compression_3,2024-04-14 21:28:47.139909,765.6651048660278,0.8398858705398273
Salt&Pepper,Xception,motion_blur_3,2024-04-14 21:28:49.721695,765.6651048660278,0.7208167467148892
Salt&Pepper,Xception,pixelate_3,2024-04-14 21:28:52.289583,765.6651048660278,0.8506619592600091
Salt&Pepper,Xception,saturate_3,2024-04-14 21:28:54.863689,765.6651048660278,0.8255553196520588
Salt&Pepper,Xception,shot_noise_3,2024-04-14 21:28:57.431977,765.6651048660278,0.8364302823936761
Salt&Pepper,Xception,snow_3,2024-04-14 21:29:00.003245,765.6651048660278,0.7601481633581257
Salt&Pepper,Xception,spatter_3,2024-04-14 21:29:02.571503,765.6651048660278,0.737746704656084
Salt&Pepper,Xception,speckle_noise_3,2024-04-14 21:29:05.142801,765.6651048660278,0.8493540724746582
Salt&Pepper,Xception,zoom_blur_3,2024-04-14 21:29:07.709383,765.6651048660278,0.7815694844247472
Salt&Pepper,Xception,brightness_3,2024-04-14 21:47:21.728762,1089.1924345493317,0.9037999608993116
Salt&Pepper,Xception,contrast_3,2024-04-14 21:47:24.275173,1089.1924345493317,0.6080541849905854
Salt&Pepper,Xception,defocus_blur_3,2024-04-14 21:47:26.846235,1089.1924345493317,0.9239219287214018
Salt&Pepper,Xception,elastic_3,2024-04-14 21:47:29.402850,1089.1924345493317,0.8567836850038757
Salt&Pepper,Xception,fog_3,2024-04-14 21:47:31.954691,1089.1924345493317,0.7979752762885768
Salt&Pepper,Xception,frost_3,2024-04-14 21:47:34.500626,1089.1924345493317,0.7233198825204342
Salt&Pepper,Xception,frosted_glass_blur_3,2024-04-14 21:47:37.047922,1089.1924345493317,0.8825049870283485
Salt&Pepper,Xception,gaussian_blur_3,2024-04-14 21:47:39.593580,1089.1924345493317,0.8908677020140473
Salt&Pepper,Xception,gaussian_noise_3,2024-04-14 21:47:42.158133,1089.1924345493317,0.921208827605112
Salt&Pepper,Xception,impulse_noise_3,2024-04-14 21:47:44.709198,1089.1924345493317,0.9212021085185144
Salt&Pepper,Xception,jpeg_compression_3,2024-04-14 21:47:47.257699,1089.1924345493317,0.9357667008473538
Salt&Pepper,Xception,motion_blur_3,2024-04-14 21:47:49.845742,1089.1924345493317,0.7588559708807456
Salt&Pepper,Xception,pixelate_3,2024-04-14 21:47:52.404633,1089.1924345493317,0.9378143082754048
Salt&Pepper,Xception,saturate_3,2024-04-14 21:47:55.029368,1089.1924345493317,0.936806671661884
Salt&Pepper,Xception,shot_noise_3,2024-04-14 21:47:57.592819,1089.1924345493317,0.9331778170822682
Salt&Pepper,Xception,snow_3,2024-04-14 21:48:00.140411,1089.1924345493317,0.8351683621790661
Salt&Pepper,Xception,spatter_3,2024-04-14 21:48:02.679555,1089.1924345493317,0.8433805865416039
Salt&Pepper,Xception,speckle_noise_3,2024-04-14 21:48:05.236941,1089.1924345493317,0.9390147256531288
Salt&Pepper,Xception,zoom_blur_3,2024-04-14 21:48:07.784740,1089.1924345493317,0.8648707274033164
Salt&Pepper,Xception,brightness_3,2024-04-14 22:01:54.511729,821.973886013031,0.8114245359921878
Salt&Pepper,Xception,contrast_3,2024-04-14 22:01:57.055673,821.973886013031,0.4494856610006837
Salt&Pepper,Xception,defocus_blur_3,2024-04-14 22:01:59.622868,821.973886013031,0.8366194484047919
Salt&Pepper,Xception,elastic_3,2024-04-14 22:02:02.171823,821.973886013031,0.775661605973305
Salt&Pepper,Xception,fog_3,2024-04-14 22:02:04.714688,821.973886013031,0.6522584611943125
Salt&Pepper,Xception,frost_3,2024-04-14 22:02:07.262048,821.973886013031,0.6709042032710462
Salt&Pepper,Xception,frosted_glass_blur_3,2024-04-14 22:02:09.813820,821.973886013031,0.7890505605385182
Salt&Pepper,Xception,gaussian_blur_3,2024-04-14 22:02:12.350347,821.973886013031,0.7990556164754153
Salt&Pepper,Xception,gaussian_noise_3,2024-04-14 22:02:14.907430,821.973886013031,0.8398330330298819
Salt&Pepper,Xception,impulse_noise_3,2024-04-14 22:02:17.449512,821.973886013031,0.8311321417459672
Salt&Pepper,Xception,jpeg_compression_3,2024-04-14 22:02:20.039399,821.973886013031,0.8533533171374568
Salt&Pepper,Xception,motion_blur_3,2024-04-14 22:02:22.582609,821.973886013031,0.6733689540203992
Salt&Pepper,Xception,pixelate_3,2024-04-14 22:02:25.120491,821.973886013031,0.8531892688223207
Salt&Pepper,Xception,saturate_3,2024-04-14 22:02:27.668928,821.973886013031,0.8502653122103789
Salt&Pepper,Xception,shot_noise_3,2024-04-14 22:02:30.207047,821.973886013031,0.8514412418949032
Salt&Pepper,Xception,snow_3,2024-04-14 22:02:32.742615,821.973886013031,0.7714704397763137
Salt&Pepper,Xception,spatter_3,2024-04-14 22:02:35.286087,821.973886013031,0.7591236068065095
Salt&Pepper,Xception,speckle_noise_3,2024-04-14 22:02:37.837885,821.973886013031,0.8582381230013446
Salt&Pepper,Xception,zoom_blur_3,2024-04-14 22:02:40.444641,821.973886013031,0.7809968336901012
Gaussian,Xception,brightness_3,2024-04-14 22:30:21.013939,1656.0546951293943,0.9455425982791328
Gaussian,Xception,contrast_3,2024-04-14 22:30:23.581376,1656.0546951293943,0.4678325149555398
Gaussian,Xception,defocus_blur_3,2024-04-14 22:30:26.136767,1656.0546951293943,0.8991348600516312
Gaussian,Xception,elastic_3,2024-04-14 22:30:28.703034,1656.0546951293943,0.8287663130959771
Gaussian,Xception,fog_3,2024-04-14 22:30:31.265300,1656.0546951293943,0.7200039918713379
Gaussian,Xception,frost_3,2024-04-14 22:30:33.813284,1656.0546951293943,0.8171033385798339
Gaussian,Xception,frosted_glass_blur_3,2024-04-14 22:30:36.395162,1656.0546951293943,0.875023972897503
Gaussian,Xception,gaussian_blur_3,2024-04-14 22:30:38.950633,1656.0546951293943,0.8293961267984518
Gaussian,Xception,gaussian_noise_3,2024-04-14 22:30:41.509492,1656.0546951293943,0.954541507227107
Gaussian,Xception,impulse_noise_3,2024-04-14 22:30:44.064967,1656.0546951293943,0.9297963664130228
Gaussian,Xception,jpeg_compression_3,2024-04-14 22:30:46.628678,1656.0546951293943,0.9564949659117404
Gaussian,Xception,motion_blur_3,2024-04-14 22:30:49.187623,1656.0546951293943,0.7131434905763036
Gaussian,Xception,pixelate_3,2024-04-14 22:30:51.756082,1656.0546951293943,0.9545042496352434
Gaussian,Xception,saturate_3,2024-04-14 22:30:54.331525,1656.0546951293943,0.9660070265719496
Gaussian,Xception,shot_noise_3,2024-04-14 22:30:56.891956,1656.0546951293943,0.9632087368674284
Gaussian,Xception,snow_3,2024-04-14 22:30:59.456099,1656.0546951293943,0.8966938862852197
Gaussian,Xception,spatter_3,2024-04-14 22:31:02.025998,1656.0546951293943,0.8915680802212098
Gaussian,Xception,speckle_noise_3,2024-04-14 22:31:04.584707,1656.0546951293943,0.9657513411780906
Gaussian,Xception,zoom_blur_3,2024-04-14 22:31:07.149796,1656.0546951293943,0.8155928238765882
Gaussian,Xception,brightness_3,2024-04-14 22:46:57.214309,945.535108089447,0.867766853708425
Gaussian,Xception,contrast_3,2024-04-14 22:47:00.707523,945.535108089447,0.4908831972764079
Gaussian,Xception,defocus_blur_3,2024-04-14 22:47:03.258161,945.535108089447,0.8243014779111993
Gaussian,Xception,elastic_3,2024-04-14 22:47:05.799650,945.535108089447,0.7555021812904601
Gaussian,Xception,fog_3,2024-04-14 22:47:08.345347,945.535108089447,0.6700763658052444
Gaussian,Xception,frost_3,2024-04-14 22:47:10.889661,945.535108089447,0.716260289421421
Gaussian,Xception,frosted_glass_blur_3,2024-04-14 22:47:13.436714,945.535108089447,0.7761497629742318
Gaussian,Xception,gaussian_blur_3,2024-04-14 22:47:15.997068,945.535108089447,0.7704009172404404
Gaussian,Xception,gaussian_noise_3,2024-04-14 22:47:18.588647,945.535108089447,0.8444143354978877
Gaussian,Xception,impulse_noise_3,2024-04-14 22:47:21.147798,945.535108089447,0.8112416775589875
Gaussian,Xception,jpeg_compression_3,2024-04-14 22:47:23.699670,945.535108089447,0.8726502013510598
Gaussian,Xception,motion_blur_3,2024-04-14 22:47:26.235248,945.535108089447,0.6429355912831702
Gaussian,Xception,pixelate_3,2024-04-14 22:47:28.776336,945.535108089447,0.8832046056023504
Gaussian,Xception,saturate_3,2024-04-14 22:47:31.299379,945.535108089447,0.9029554900123312
Gaussian,Xception,shot_noise_3,2024-04-14 22:47:33.853743,945.535108089447,0.8708015195312016
Gaussian,Xception,snow_3,2024-04-14 22:47:36.397404,945.535108089447,0.797387591512355
Gaussian,Xception,spatter_3,2024-04-14 22:47:38.949548,945.535108089447,0.7903347426146533
Gaussian,Xception,speckle_noise_3,2024-04-14 22:47:41.503168,945.535108089447,0.8798635340962617
Gaussian,Xception,zoom_blur_3,2024-04-14 22:47:44.042936,945.535108089447,0.7432604421324998
Gaussian,Xception,brightness_3,2024-04-14 23:06:36.341912,1127.7543540000916,0.9241674956775494
Gaussian,Xception,contrast_3,2024-04-14 23:06:38.914301,1127.7543540000916,0.5039946079398808
Gaussian,Xception,defocus_blur_3,2024-04-14 23:06:41.485547,1127.7543540000916,0.8806384161622939
Gaussian,Xception,elastic_3,2024-04-14 23:06:44.034235,1127.7543540000916,0.8189033770784231
Gaussian,Xception,fog_3,2024-04-14 23:06:46.611570,1127.7543540000916,0.7328518346798142
Gaussian,Xception,frost_3,2024-04-14 23:06:49.174051,1127.7543540000916,0.7990836482544867
Gaussian,Xception,frosted_glass_blur_3,2024-04-14 23:06:51.742636,1127.7543540000916,0.8406022625003455
Gaussian,Xception,gaussian_blur_3,2024-04-14 23:06:54.328904,1127.7543540000916,0.8161337407438614
Gaussian,Xception,gaussian_noise_3,2024-04-14 23:06:56.904541,1127.7543540000916,0.9268771899868432
Gaussian,Xception,impulse_noise_3,2024-04-14 23:06:59.472550,1127.7543540000916,0.8905329924032568
Gaussian,Xception,jpeg_compression_3,2024-04-14 23:07:02.028126,1127.7543540000916,0.928016311136064
Gaussian,Xception,motion_blur_3,2024-04-14 23:07:04.587978,1127.7543540000916,0.7067916367182268
Gaussian,Xception,pixelate_3,2024-04-14 23:07:07.177844,1127.7543540000916,0.9292013311470736
Gaussian,Xception,saturate_3,2024-04-14 23:07:09.744101,1127.7543540000916,0.9444843424064376
Gaussian,Xception,shot_noise_3,2024-04-14 23:07:12.316411,1127.7543540000916,0.935703731545656
Gaussian,Xception,snow_3,2024-04-14 23:07:14.888484,1127.7543540000916,0.8430438074469597
Gaussian,Xception,spatter_3,2024-04-14 23:07:17.452983,1127.7543540000916,0.8497083251064954
Gaussian,Xception,speckle_noise_3,2024-04-14 23:07:20.025472,1127.7543540000916,0.9426856365171254
Gaussian,Xception,zoom_blur_3,2024-04-14 23:07:22.602368,1127.7543540000916,0.8032328535254791
Gaussian,Xception,brightness_3,2024-04-14 23:28:00.601423,1233.5411851406095,0.9385383935695676
Gaussian,Xception,contrast_3,2024-04-14 23:28:03.180478,1233.5411851406095,0.4636425733030268
Gaussian,Xception,defocus_blur_3,2024-04-14 23:28:05.749410,1233.5411851406095,0.8749205319426725
Gaussian,Xception,elastic_3,2024-04-14 23:28:08.361783,1233.5411851406095,0.7995037942861499
Gaussian,Xception,fog_3,2024-04-14 23:28:10.977512,1233.5411851406095,0.7058443144820542
Gaussian,Xception,frost_3,2024-04-14 23:28:13.537251,1233.5411851406095,0.8300884423090645
Gaussian,Xception,frosted_glass_blur_3,2024-04-14 23:28:16.109592,1233.5411851406095,0.8460531744392024
Gaussian,Xception,gaussian_blur_3,2024-04-14 23:28:18.660523,1233.5411851406095,0.7950496476800426
Gaussian,Xception,gaussian_noise_3,2024-04-14 23:28:21.226462,1233.5411851406095,0.9519642251186502
Gaussian,Xception,impulse_noise_3,2024-04-14 23:28:23.797336,1233.5411851406095,0.9263452320310052
Gaussian,Xception,jpeg_compression_3,2024-04-14 23:28:26.389344,1233.5411851406095,0.9456645887412238
Gaussian,Xception,motion_blur_3,2024-04-14 23:28:28.940064,1233.5411851406095,0.6730532263888827
Gaussian,Xception,pixelate_3,2024-04-14 23:28:31.497330,1233.5411851406095,0.9425771667437178
Gaussian,Xception,saturate_3,2024-04-14 23:28:34.058990,1233.5411851406095,0.9535130365838688
Gaussian,Xception,shot_noise_3,2024-04-14 23:28:36.621620,1233.5411851406095,0.9558697399314148
Gaussian,Xception,snow_3,2024-04-14 23:28:39.189573,1233.5411851406095,0.8792691252122559
Gaussian,Xception,spatter_3,2024-04-14 23:28:41.795461,1233.5411851406095,0.8780619954110177
Gaussian,Xception,speckle_noise_3,2024-04-14 23:28:44.406726,1233.5411851406095,0.9599619835705446
Gaussian,Xception,zoom_blur_3,2024-04-14 23:28:46.976173,1233.5411851406095,0.7796764823506022
Gaussian,Xception,brightness_3,2024-04-14 23:47:37.520295,1125.2250175476074,0.9163114053787668
Gaussian,Xception,contrast_3,2024-04-14 23:47:40.080491,1125.2250175476074,0.5431142920794605
Gaussian,Xception,defocus_blur_3,2024-04-14 23:47:42.642357,1125.2250175476074,0.8841274017006796
Gaussian,Xception,elastic_3,2024-04-14 23:47:45.196282,1125.2250175476074,0.8212050638467863
Gaussian,Xception,fog_3,2024-04-14 23:47:47.759940,1125.2250175476074,0.7450367630795062
Gaussian,Xception,frost_3,2024-04-14 23:47:50.345473,1125.2250175476074,0.7521170387875498
Gaussian,Xception,frosted_glass_blur_3,2024-04-14 23:47:52.904105,1125.2250175476074,0.843739827152971
Gaussian,Xception,gaussian_blur_3,2024-04-14 23:47:55.461433,1125.2250175476074,0.823081955373838
Gaussian,Xception,gaussian_noise_3,2024-04-14 23:47:58.019970,1125.2250175476074,0.9154823142321232
Gaussian,Xception,impulse_noise_3,2024-04-14 23:48:00.571068,1125.2250175476074,0.8839801573657287
Gaussian,Xception,jpeg_compression_3,2024-04-14 23:48:03.120493,1125.2250175476074,0.9293329691135874
Gaussian,Xception,motion_blur_3,2024-04-14 23:48:05.684179,1125.2250175476074,0.7103250971229328
Gaussian,Xception,pixelate_3,2024-04-14 23:48:08.242563,1125.2250175476074,0.9287986839041672
Gaussian,Xception,saturate_3,2024-04-14 23:48:10.787767,1125.2250175476074,0.9435892964807504
Gaussian,Xception,shot_noise_3,2024-04-14 23:48:13.337397,1125.2250175476074,0.9329586726706656
Gaussian,Xception,snow_3,2024-04-14 23:48:15.888083,1125.2250175476074,0.838784550585099
Gaussian,Xception,spatter_3,2024-04-14 23:48:18.439909,1125.2250175476074,0.8465007932967945
Gaussian,Xception,speckle_noise_3,2024-04-14 23:48:21.008338,1125.2250175476074,0.9401964971487808
Gaussian,Xception,zoom_blur_3,2024-04-14 23:48:23.558372,1125.2250175476074,0.8156532282587831
Gaussian,Xception,brightness_3,2024-04-15 00:03:39.268062,911.2158324718476,0.8895644278160851
Gaussian,Xception,contrast_3,2024-04-15 00:03:41.826113,911.2158324718476,0.4115072035665051
Gaussian,Xception,defocus_blur_3,2024-04-15 00:03:44.391567,911.2158324718476,0.8612257483145139
Gaussian,Xception,elastic_3,2024-04-15 00:03:46.988993,911.2158324718476,0.7945325136755184
Gaussian,Xception,fog_3,2024-04-15 00:03:49.538175,911.2158324718476,0.6790069162361423
Gaussian,Xception,frost_3,2024-04-15 00:03:52.108296,911.2158324718476,0.7547263190140778
Gaussian,Xception,frosted_glass_blur_3,2024-04-15 00:03:55.027252,911.2158324718476,0.815064892800774
Gaussian,Xception,gaussian_blur_3,2024-04-15 00:03:58.185138,911.2158324718476,0.8039783123140676
Gaussian,Xception,gaussian_noise_3,2024-04-15 00:04:01.135896,911.2158324718476,0.8819779912226011
Gaussian,Xception,impulse_noise_3,2024-04-15 00:04:04.079601,911.2158324718476,0.8436619863795067
Gaussian,Xception,jpeg_compression_3,2024-04-15 00:04:06.636229,911.2158324718476,0.8938407848534335
Gaussian,Xception,motion_blur_3,2024-04-15 00:04:09.177474,911.2158324718476,0.6632868913748747
Gaussian,Xception,pixelate_3,2024-04-15 00:04:11.733282,911.2158324718476,0.9021149598707168
Gaussian,Xception,saturate_3,2024-04-15 00:04:14.295625,911.2158324718476,0.9159896291777376
Gaussian,Xception,shot_noise_3,2024-04-15 00:04:16.868123,911.2158324718476,0.8948396225752366
Gaussian,Xception,snow_3,2024-04-15 00:04:19.434149,911.2158324718476,0.8328935806181432
Gaussian,Xception,spatter_3,2024-04-15 00:04:22.007002,911.2158324718476,0.8096146463839226
Gaussian,Xception,speckle_noise_3,2024-04-15 00:04:24.617550,911.2158324718476,0.905739115709013
Gaussian,Xception,zoom_blur_3,2024-04-15 00:04:27.183385,911.2158324718476,0.7938699943778073
Gaussian,Xception,brightness_3,2024-04-15 00:20:12.797833,941.0531890392303,0.8585540004985948
Gaussian,Xception,contrast_3,2024-04-15 00:20:15.711178,941.0531890392303,0.4929579478961067
Gaussian,Xception,defocus_blur_3,2024-04-15 00:20:18.612394,941.0531890392303,0.8494052437197894
Gaussian,Xception,elastic_3,2024-04-15 00:20:21.502917,941.0531890392303,0.7923291857578395
Gaussian,Xception,fog_3,2024-04-15 00:20:24.626969,941.0531890392303,0.7119934186513239
Gaussian,Xception,frost_3,2024-04-15 00:20:27.171290,941.0531890392303,0.7192637288481842
Gaussian,Xception,frosted_glass_blur_3,2024-04-15 00:20:29.740061,941.0531890392303,0.7930498940429174
Gaussian,Xception,gaussian_blur_3,2024-04-15 00:20:32.300511,941.0531890392303,0.7995350151350143
Gaussian,Xception,gaussian_noise_3,2024-04-15 00:20:34.861935,941.0531890392303,0.8277339043557486
Gaussian,Xception,impulse_noise_3,2024-04-15 00:20:37.415335,941.0531890392303,0.7724043980647037
Gaussian,Xception,jpeg_compression_3,2024-04-15 00:20:39.973697,941.0531890392303,0.868040552249397
Gaussian,Xception,motion_blur_3,2024-04-15 00:20:42.525251,941.0531890392303,0.6845045781375558
Gaussian,Xception,pixelate_3,2024-04-15 00:20:45.104662,941.0531890392303,0.8735709903391712
Gaussian,Xception,saturate_3,2024-04-15 00:20:47.665473,941.0531890392303,0.8761389648562881
Gaussian,Xception,shot_noise_3,2024-04-15 00:20:50.223923,941.0531890392303,0.8592940338605322
Gaussian,Xception,snow_3,2024-04-15 00:20:52.762569,941.0531890392303,0.7703093603502112
Gaussian,Xception,spatter_3,2024-04-15 00:20:55.343149,941.0531890392303,0.7247518404360176
Gaussian,Xception,speckle_noise_3,2024-04-15 00:20:57.900936,941.0531890392303,0.8704138974316005
Gaussian,Xception,zoom_blur_3,2024-04-15 00:21:00.494752,941.0531890392303,0.7873520116939776
Gaussian,Xception,brightness_3,2024-04-15 00:33:39.295580,754.2142562866211,0.8117356597560164
Gaussian,Xception,contrast_3,2024-04-15 00:33:41.872601,754.2142562866211,0.3991848207228508
Gaussian,Xception,defocus_blur_3,2024-04-15 00:33:44.410054,754.2142562866211,0.7493059699328233
Gaussian,Xception,elastic_3,2024-04-15 00:33:46.979126,754.2142562866211,0.7039748144875777
Gaussian,Xception,fog_3,2024-04-15 00:33:49.506462,754.2142562866211,0.6076388451992105
Gaussian,Xception,frost_3,2024-04-15 00:33:52.091580,754.2142562866211,0.6835337127618348
Gaussian,Xception,frosted_glass_blur_3,2024-04-15 00:33:54.638484,754.2142562866211,0.7511296763752747
Gaussian,Xception,gaussian_blur_3,2024-04-15 00:33:57.176427,754.2142562866211,0.6769393489092689
Gaussian,Xception,gaussian_noise_3,2024-04-15 00:33:59.712416,754.2142562866211,0.8195255932731026
Gaussian,Xception,impulse_noise_3,2024-04-15 00:34:02.266340,754.2142562866211,0.77519487792338
Gaussian,Xception,jpeg_compression_3,2024-04-15 00:34:04.793359,754.2142562866211,0.8280837467954738
Gaussian,Xception,motion_blur_3,2024-04-15 00:34:07.327177,754.2142562866211,0.5588641331361691
Gaussian,Xception,pixelate_3,2024-04-15 00:34:09.862489,754.2142562866211,0.821570359645728
Gaussian,Xception,saturate_3,2024-04-15 00:34:12.401947,754.2142562866211,0.8465310322854448
Gaussian,Xception,shot_noise_3,2024-04-15 00:34:14.960887,754.2142562866211,0.8425321859866923
Gaussian,Xception,snow_3,2024-04-15 00:34:17.501916,754.2142562866211,0.7483212365841169
Gaussian,Xception,spatter_3,2024-04-15 00:34:20.045551,754.2142562866211,0.7459363171522359
Gaussian,Xception,speckle_noise_3,2024-04-15 00:34:22.605620,754.2142562866211,0.8490190571183105
Gaussian,Xception,zoom_blur_3,2024-04-15 00:34:25.141363,754.2142562866211,0.6641052703562381
Gaussian,Xception,brightness_3,2024-04-15 00:50:33.982294,964.3309814929962,0.9113843395025094
Gaussian,Xception,contrast_3,2024-04-15 00:50:36.524051,964.3309814929962,0.5301319548257137
Gaussian,Xception,defocus_blur_3,2024-04-15 00:50:39.076154,964.3309814929962,0.8905277949467795
Gaussian,Xception,elastic_3,2024-04-15 00:50:41.630925,964.3309814929962,0.8245066396252522
Gaussian,Xception,fog_3,2024-04-15 00:50:44.170801,964.3309814929962,0.7550249062372092
Gaussian,Xception,frost_3,2024-04-15 00:50:46.711063,964.3309814929962,0.7868863000144201
Gaussian,Xception,frosted_glass_blur_3,2024-04-15 00:50:49.251866,964.3309814929962,0.8290543420970586
Gaussian,Xception,gaussian_blur_3,2024-04-15 00:50:51.801681,964.3309814929962,0.8462043332540414
Gaussian,Xception,gaussian_noise_3,2024-04-15 00:50:54.350666,964.3309814929962,0.8657067337697214
Gaussian,Xception,impulse_noise_3,2024-04-15 00:50:56.946018,964.3309814929962,0.8284558950671347
Gaussian,Xception,jpeg_compression_3,2024-04-15 00:50:59.498218,964.3309814929962,0.903984015439422
Gaussian,Xception,motion_blur_3,2024-04-15 00:51:02.042822,964.3309814929962,0.7336425403782025
Gaussian,Xception,pixelate_3,2024-04-15 00:51:04.606222,964.3309814929962,0.9104898358465628
Gaussian,Xception,saturate_3,2024-04-15 00:51:07.142271,964.3309814929962,0.912035191272776
Gaussian,Xception,shot_noise_3,2024-04-15 00:51:09.675223,964.3309814929962,0.894679922922303
Gaussian,Xception,snow_3,2024-04-15 00:51:12.216197,964.3309814929962,0.8261804251023307
Gaussian,Xception,spatter_3,2024-04-15 00:51:14.771562,964.3309814929962,0.7989784063066865
Gaussian,Xception,speckle_noise_3,2024-04-15 00:51:17.319076,964.3309814929962,0.9046712758953004
Gaussian,Xception,zoom_blur_3,2024-04-15 00:51:19.861607,964.3309814929962,0.8197923471618616
Gaussian,Xception,brightness_3,2024-04-15 01:09:02.919539,1058.5478246212006,0.9043689460927974
Gaussian,Xception,contrast_3,2024-04-15 01:09:05.500227,1058.5478246212006,0.4508284883061028
Gaussian,Xception,defocus_blur_3,2024-04-15 01:09:08.075461,1058.5478246212006,0.8773391811358117
Gaussian,Xception,elastic_3,2024-04-15 01:09:10.646245,1058.5478246212006,0.8110891622957391
Gaussian,Xception,fog_3,2024-04-15 01:09:13.226472,1058.5478246212006,0.6921778949417116
Gaussian,Xception,frost_3,2024-04-15 01:09:15.796566,1058.5478246212006,0.7472543281473302
