strategy,model,evaluation_set,date_finished,training_time,fold,accuracy,loss,precision(0),recall(0),f1-score(0),support(0),precision(1),recall(1),f1-score(1),support(1),precision(2),recall(2),f1-score(2),support(2),precision(3),recall(3),f1-score(3),support(3),precision(4),recall(4),f1-score(4),support(4),precision(5),recall(5),f1-score(5),support(5),precision(6),recall(6),f1-score(6),support(6),precision(7),recall(7),f1-score(7),support(7),precision(8),recall(8),f1-score(8),support(8),precision(9),recall(9),f1-score(9),support(9),precision(macro avg),recall(macro avg),f1-score(macro avg),support(macro avg),precision(weighted avg),recall(weighted avg),f1-score(weighted avg),support(weighted avg),severity
Mixed,Xception,Gaussian Noise 1,2024-11-05 13:21:25.429803,2626.050820350647,3,0.8313,0.5522836446762085,0.8836712913553896,0.828,0.8549303045947341,1000.0,0.9359104781281792,0.92,0.9278870398386284,1000.0,0.8212290502793296,0.735,0.7757255936675461,1000.0,0.6379613356766256,0.726,0.6791393826005612,1000.0,0.8475540386803185,0.745,0.7929749866950506,1000.0,0.7838745800671892,0.7,0.739566825145272,1000.0,0.8132854578096947,0.906,0.8571428571428571,1000.0,0.8475210477081384,0.906,0.8757854035766071,1000.0,0.8842504743833017,0.932,0.907497565725414,1000.0,0.8815028901734104,0.915,0.8979391560353289,1000.0,0.8336760644261577,0.8312999999999999,0.8308589115022,10000.0,0.8336760644261578,0.8313,0.8308589115021999,10000.0,Lowest
Mixed,Xception,Gaussian Noise 2,2024-11-05 13:21:35.509667,2626.050820350647,3,0.8105,0.632302463054657,0.8807134894091416,0.79,0.8328940432261466,1000.0,0.9282744282744284,0.893,0.9102956167176351,1000.0,0.8028169014084507,0.684,0.7386609071274299,1000.0,0.6330357142857143,0.709,0.6688679245283018,1000.0,0.8015435501653804,0.727,0.7624541164132145,1000.0,0.7892271662763466,0.674,0.727076591154261,1000.0,0.7188723570869224,0.918,0.8063241106719368,1000.0,0.8663366336633663,0.875,0.8706467661691543,1000.0,0.88,0.924,0.9014634146341464,1000.0,0.8506069094304388,0.911,0.8797682279092226,1000.0,0.8151427150000188,0.8105,0.809845171855145,10000.0,0.8151427150000189,0.8105,0.8098451718551448,10000.0,Mid-Range
Mixed,Xception,Gaussian Noise 3,2024-11-05 13:21:45.253020,2626.050820350647,3,0.7772,0.7635298371315002,0.8844339622641509,0.75,0.8116883116883116,1000.0,0.935897435897436,0.876,0.9049586776859504,1000.0,0.7851662404092071,0.614,0.6891133557800224,1000.0,0.604524886877828,0.668,0.6346793349168647,1000.0,0.7911832946635731,0.682,0.7325456498388828,1000.0,0.7620817843866171,0.615,0.6806862202545656,1000.0,0.6038233355306526,0.916,0.727850615812475,1000.0,0.8685831622176592,0.846,0.8571428571428572,1000.0,0.8593301435406698,0.898,0.878239608801956,1000.0,0.8069395017793595,0.907,0.8540489642184558,1000.0,0.7901963747567152,0.7772,0.7770953596140341,10000.0,0.7901963747567153,0.7772,0.7770953596140342,10000.0,Mid-Range
Mixed,Xception,Gaussian Noise 4,2024-11-05 13:21:54.841146,2626.050820350647,3,0.7619,0.83160799741745,0.8744075829383886,0.738,0.8004338394793926,1000.0,0.934054054054054,0.864,0.8976623376623376,1000.0,0.7661822985468957,0.58,0.6602162777461582,1000.0,0.5994475138121547,0.651,0.6241610738255033,1000.0,0.7637426900584795,0.653,0.7040431266846362,1000.0,0.7481296758104738,0.6,0.6659267480577136,1000.0,0.5834908632640201,0.926,0.7158871279474295,1000.0,0.8389398572884812,0.823,0.8308934881373045,1000.0,0.8649453823237339,0.871,0.8679621325361235,1000.0,0.7897923875432526,0.913,0.8469387755102041,1000.0,0.7763132305639935,0.7619,0.7614124927586804,10000.0,0.7763132305639934,0.7619,0.7614124927586803,10000.0,Mid-Range
Mixed,Xception,Gaussian Noise 5,2024-11-05 13:22:05.560570,2626.050820350647,3,0.741,0.91805762052536,0.8573155985489722,0.709,0.776135741652983,1000.0,0.924342105263158,0.843,0.8817991631799162,1000.0,0.7719298245614035,0.572,0.6570936243538197,1000.0,0.5711662075298439,0.622,0.5955002393489708,1000.0,0.7641277641277642,0.622,0.6857772877618522,1000.0,0.7444005270092227,0.565,0.6424104604889141,1000.0,0.5345622119815668,0.928,0.6783625730994153,1000.0,0.8530954879328436,0.813,0.8325652841781873,1000.0,0.8677685950413223,0.84,0.853658536585366,1000.0,0.746044962531224,0.896,0.814175374829623,1000.0,0.763475328452732,0.7409999999999999,0.7417478285479048,10000.0,0.7634753284527321,0.741,0.7417478285479048,10000.0,Mid-Range
Mixed,Xception,Impulse Noise 1,2024-11-05 13:22:18.218648,2626.050820350647,3,0.8319,0.5491145849227905,0.8806282722513089,0.841,0.8603580562659846,1000.0,0.927927927927928,0.927,0.927463731865933,1000.0,0.8210645526613817,0.725,0.7700477960701009,1000.0,0.6531165311653117,0.723,0.6862838158519221,1000.0,0.8344671201814059,0.736,0.7821466524973432,1000.0,0.7944751381215469,0.719,0.7548556430446195,1000.0,0.8100358422939068,0.904,0.8544423440453687,1000.0,0.8436329588014981,0.901,0.8713733075435204,1000.0,0.8834123222748815,0.932,0.9070559610705596,1000.0,0.8844660194174757,0.911,0.8975369458128077,1000.0,0.8333226685096644,0.8319000000000001,0.8311564254068159,10000.0,0.8333226685096644,0.8319,0.8311564254068158,10000.0,Lowest
Mixed,Xception,Impulse Noise 2,2024-11-05 13:22:29.040096,2626.050820350647,3,0.8135,0.627003014087677,0.8673036093418259,0.817,0.8414006179196705,1000.0,0.929735234215886,0.913,0.9212916246215944,1000.0,0.8194607268464243,0.699,0.7544522396114409,1000.0,0.6361990950226244,0.703,0.6679334916864609,1000.0,0.8096885813148789,0.702,0.7520085698982325,1000.0,0.7757644394110985,0.685,0.727562400424854,1000.0,0.7373572593800979,0.904,0.8122192273135669,1000.0,0.8546511627906976,0.882,0.8681102362204726,1000.0,0.874880611270296,0.916,0.8949682462139715,1000.0,0.8598306679209784,0.914,0.8860882210373244,1000.0,0.8164871387514807,0.8135,0.8126034874947589,10000.0,0.8164871387514807,0.8135,0.8126034874947589,10000.0,Mid-Range
Mixed,Xception,Impulse Noise 3,2024-11-05 13:22:39.220773,2626.050820350647,3,0.7906,0.6974287033081055,0.8635371179039302,0.791,0.825678496868476,1000.0,0.93521421107628,0.895,0.9146653040367908,1000.0,0.8020176544766708,0.636,0.709425543781372,1000.0,0.6203787195671776,0.688,0.6524419155998102,1000.0,0.8058479532163743,0.689,0.7428571428571428,1000.0,0.7494089834515366,0.634,0.6868905742145178,1000.0,0.6678885630498533,0.911,0.7707275803722503,1000.0,0.8490566037735849,0.855,0.852017937219731,1000.0,0.8618042226487524,0.898,0.8795298726738492,1000.0,0.8181818181818182,0.909,0.8612032212221696,1000.0,0.7973335847345979,0.7906,0.7895437588846109,10000.0,0.7973335847345977,0.7906,0.7895437588846109,10000.0,Mid-Range
Mixed,Xception,Impulse Noise 4,2024-11-05 13:22:48.469679,2626.050820350647,3,0.7468,0.8817170858383179,0.8408826945412311,0.724,0.7780763030628695,1000.0,0.933920704845815,0.848,0.888888888888889,1000.0,0.7688172043010753,0.572,0.6559633027522936,1000.0,0.5863039399624765,0.625,0.6050338818973863,1000.0,0.7710997442455243,0.603,0.6767676767676767,1000.0,0.739021329987453,0.589,0.6555370061213133,1000.0,0.5585365853658537,0.916,0.6939393939393941,1000.0,0.8288288288288288,0.828,0.8284142071035518,1000.0,0.8614762386248737,0.852,0.856711915535445,1000.0,0.7504118616144976,0.911,0.8229448961156278,1000.0,0.7639299132317628,0.7468,0.7462277472184446,10000.0,0.7639299132317631,0.7468,0.7462277472184448,10000.0,Mid-Range
Mixed,Xception,Impulse Noise 5,2024-11-05 13:22:57.775919,2626.050820350647,3,0.7019,1.069047451019287,0.8323281061519904,0.69,0.7545106615636961,1000.0,0.9138121546961326,0.827,0.868241469816273,1000.0,0.706777316735823,0.511,0.5931514799767846,1000.0,0.553831231813773,0.571,0.5622845888724766,1000.0,0.7478510028653295,0.522,0.6148409893992933,1000.0,0.736551724137931,0.534,0.6191304347826087,1000.0,0.4695876288659794,0.911,0.6197278911564625,1000.0,0.8366228070175439,0.763,0.7981171548117154,1000.0,0.852529601722282,0.792,0.8211508553654743,1000.0,0.6865443425076453,0.898,0.7781629116117851,1000.0,0.733643591651443,0.7019,0.7029318437356571,10000.0,0.733643591651443,0.7019,0.7029318437356569,10000.0,Mid-Range
Mixed,Xception,Jpeg Compression 1,2024-11-05 13:23:07.229379,2626.050820350647,3,0.8328,0.5552290678024292,0.8786307053941909,0.847,0.8625254582484725,1000.0,0.9367991845056064,0.919,0.92781423523473,1000.0,0.8256983240223463,0.739,0.7799472295514511,1000.0,0.6297250859106529,0.733,0.6774491682070239,1000.0,0.8368953880764904,0.744,0.787718369507676,1000.0,0.8029782359679267,0.701,0.7485317672183662,1000.0,0.8198362147406734,0.901,0.8585040495474034,1000.0,0.8479697828139755,0.898,0.8722680913064594,1000.0,0.8855250709555346,0.936,0.9100631988332524,1000.0,0.8930323846908734,0.91,0.9014363546310056,1000.0,0.835709037707827,0.8328,0.832625792228584,10000.0,0.8357090377078271,0.8328,0.832625792228584,10000.0,Lowest
Mixed,Xception,Jpeg Compression 2,2024-11-05 13:23:17.575964,2626.050820350647,3,0.817,0.6064202785491943,0.868421052631579,0.825,0.8461538461538461,1000.0,0.9351464435146444,0.894,0.9141104294478528,1000.0,0.8364485981308412,0.716,0.771551724137931,1000.0,0.6064356435643564,0.735,0.6645569620253164,1000.0,0.8242009132420092,0.722,0.769722814498934,1000.0,0.780630105017503,0.669,0.7205169628432957,1000.0,0.7992799279927992,0.888,0.8413074372335385,1000.0,0.8355140186915888,0.894,0.8637681159420291,1000.0,0.8649398704902868,0.935,0.8986064392119174,1000.0,0.8651794374393792,0.892,0.8783850320039389,1000.0,0.8216196010714987,0.817,0.8168679763498601,10000.0,0.8216196010714988,0.817,0.8168679763498601,10000.0,Lowest
Mixed,Xception,Jpeg Compression 3,2024-11-05 13:23:27.467854,2626.050820350647,3,0.8122,0.6237540245056152,0.8716577540106952,0.815,0.8423772609819121,1000.0,0.9416755037115588,0.888,0.9140504374678332,1000.0,0.8325301204819278,0.691,0.7551912568306012,1000.0,0.5930138099106418,0.73,0.6544150605109816,1000.0,0.813692480359147,0.725,0.7667900581702803,1000.0,0.7710982658959538,0.667,0.7152815013404826,1000.0,0.7857142857142857,0.891,0.8350515463917526,1000.0,0.8446788111217641,0.881,0.8624571708272148,1000.0,0.8533455545371219,0.931,0.8904830224772835,1000.0,0.8707810993249759,0.903,0.88659793814433,1000.0,0.8178187685068072,0.8122,0.8122695253142673,10000.0,0.8178187685068072,0.8122,0.8122695253142672,10000.0,Lowest
Mixed,Xception,Jpeg Compression 4,2024-11-05 13:23:37.269239,2626.050820350647,3,0.8032,0.6549732089042664,0.8744541484716157,0.801,0.8361169102296452,1000.0,0.9371614301191766,0.865,0.8996359854394176,1000.0,0.8345679012345679,0.676,0.7469613259668509,1000.0,0.5710919088766693,0.727,0.6396832380114386,1000.0,0.8055248618784531,0.729,0.7653543307086613,1000.0,0.7717003567181926,0.649,0.7050516023900054,1000.0,0.7734855136084284,0.881,0.8237494156147732,1000.0,0.8396584440227703,0.885,0.8617332035053553,1000.0,0.8436363636363636,0.928,0.8838095238095238,1000.0,0.8575553416746872,0.891,0.8739578224619912,1000.0,0.8108836270240924,0.8032,0.8036053358137663,10000.0,0.8108836270240924,0.8032,0.8036053358137663,10000.0,Lowest
Mixed,Xception,Jpeg Compression 5,2024-11-05 13:23:48.171782,2626.050820350647,3,0.7958,0.6889712810516357,0.8613217768147345,0.795,0.826833073322933,1000.0,0.9387308533916848,0.858,0.896551724137931,1000.0,0.8314028314028314,0.646,0.727068092290377,1000.0,0.5703063629222309,0.726,0.6388033435987681,1000.0,0.7867247007616975,0.723,0.7535174570088587,1000.0,0.7605140186915887,0.651,0.7015086206896552,1000.0,0.7708516242317822,0.878,0.8209443665264141,1000.0,0.8312559923298178,0.867,0.8487518355359764,1000.0,0.8375451263537906,0.928,0.8804554079696395,1000.0,0.8454198473282443,0.886,0.865234375,1000.0,0.8034073134228403,0.7958000000000001,0.7959668296080553,10000.0,0.8034073134228402,0.7958,0.7959668296080554,10000.0,Mid-Range
Mixed,Xception,Motion Blur 1,2024-11-05 13:23:59.646638,2626.050820350647,3,0.8233,0.5668933987617493,0.8909287257019438,0.825,0.8566978193146417,1000.0,0.9228456913827656,0.921,0.921921921921922,1000.0,0.7568590350047304,0.8,0.7778317938745747,1000.0,0.5843558282208589,0.762,0.6614583333333333,1000.0,0.8571428571428571,0.738,0.7931219774314884,1000.0,0.775626423690205,0.681,0.7252396166134185,1000.0,0.8822905620360552,0.832,0.8564076170869789,1000.0,0.8629191321499013,0.875,0.868917576961271,1000.0,0.8598901098901099,0.939,0.8977055449330783,1000.0,0.9277238403451996,0.86,0.892579138557343,1000.0,0.8320582205564626,0.8232999999999999,0.8251881340028049,10000.0,0.8320582205564626,0.8233,0.8251881340028051,10000.0,Mid-Range
Mixed,Xception,Motion Blur 2,2024-11-05 13:24:11.391814,2626.050820350647,3,0.7894,0.6956990361213684,0.8823529411764706,0.795,0.8364018937401368,1000.0,0.906060606060606,0.897,0.9015075376884422,1000.0,0.6764459346186086,0.807,0.7359781121751026,1000.0,0.5245791245791246,0.779,0.6269617706237425,1000.0,0.8397590361445784,0.697,0.7617486338797813,1000.0,0.7613636363636364,0.603,0.6729910714285714,1000.0,0.8796821793416572,0.775,0.8240297713981923,1000.0,0.8562628336755647,0.834,0.8449848024316109,1000.0,0.8269402319357716,0.927,0.8741159830268742,1000.0,0.936374549819928,0.78,0.851063829787234,1000.0,0.8089821073715946,0.7894000000000001,0.7929783406179688,10000.0,0.8089821073715945,0.7894,0.7929783406179688,10000.0,Mid-Range
Mixed,Xception,Motion Blur 3,2024-11-05 13:24:21.213117,2626.050820350647,3,0.7359,0.8713117241859436,0.8599537037037037,0.743,0.7972103004291846,1000.0,0.8899176954732511,0.865,0.8772819472616633,1000.0,0.585003711952487,0.788,0.6714955262036644,1000.0,0.4544913741820345,0.764,0.5699365908243194,1000.0,0.8126582278481013,0.642,0.71731843575419,1000.0,0.7072829131652661,0.505,0.5892648774795799,1000.0,0.8371824480369515,0.725,0.7770632368703109,1000.0,0.8488241881298992,0.758,0.8008452192287374,1000.0,0.7746835443037975,0.918,0.8402745995423342,1000.0,0.9462209302325582,0.651,0.7713270142180095,1000.0,0.771621873702805,0.7359,0.7412017747811993,10000.0,0.771621873702805,0.7359,0.7412017747811993,10000.0,Mid-Range
Mixed,Xception,Motion Blur 4,2024-11-05 13:24:30.767536,2626.050820350647,3,0.7346,0.8774471879005432,0.860919540229885,0.749,0.8010695187165776,1000.0,0.8709349593495935,0.857,0.8639112903225806,1000.0,0.5913173652694611,0.79,0.6763698630136987,1000.0,0.4529201430274135,0.76,0.5675877520537715,1000.0,0.8092848180677541,0.645,0.7178631051752922,1000.0,0.7054597701149425,0.491,0.5790094339622642,1000.0,0.827033218785796,0.722,0.7709556860651361,1000.0,0.8431590656284761,0.758,0.7983149025803055,1000.0,0.7810902896081772,0.917,0.8436062557497701,1000.0,0.948051948051948,0.657,0.7761370348493798,1000.0,0.7690171118133448,0.7346,0.7394824842488776,10000.0,0.7690171118133448,0.7346,0.7394824842488776,10000.0,Mid-Range
Mixed,Xception,Motion Blur 5,2024-11-05 13:24:40.712664,2626.050820350647,3,0.6859,1.0565125942230225,0.8177676537585421,0.718,0.7646432374866879,1000.0,0.8771367521367521,0.821,0.8481404958677686,1000.0,0.5173542894564506,0.79,0.625247328848437,1000.0,0.4097108565193672,0.751,0.5301800211789622,1000.0,0.7637075718015666,0.585,0.6625141562853906,1000.0,0.6677966101694915,0.394,0.4955974842767296,1000.0,0.7828054298642534,0.692,0.7346072186836518,1000.0,0.8502604166666666,0.653,0.7386877828054299,1000.0,0.7288961038961039,0.898,0.8046594982078853,1000.0,0.9505119453924916,0.557,0.7023959646910467,1000.0,0.7365947629661684,0.6859,0.690667318833199,10000.0,0.7365947629661685,0.6859,0.690667318833199,10000.0,Mid-Range
Mixed,Xception,Pixelate 1,2024-11-05 13:24:49.906540,2626.050820350647,3,0.8415,0.5196192264556885,0.8772819472616633,0.865,0.8710976837865055,1000.0,0.9335347432024168,0.927,0.9302558956347216,1000.0,0.8353457738748628,0.761,0.7964416535845108,1000.0,0.635593220338983,0.75,0.6880733944954127,1000.0,0.8481152993348116,0.765,0.8044164037854888,1000.0,0.8093607305936074,0.709,0.7558635394456291,1000.0,0.8848484848484849,0.876,0.8804020100502513,1000.0,0.8440959409594095,0.915,0.8781190019193859,1000.0,0.8930276981852913,0.935,0.9135319980459208,1000.0,0.8845780795344326,0.912,0.8980797636632201,1000.0,0.8445781918133962,0.8415000000000001,0.8416281344411047,10000.0,0.8445781918133963,0.8415,0.8416281344411047,10000.0,Lowest
Mixed,Xception,Pixelate 2,2024-11-05 13:24:59.434064,2626.050820350647,3,0.8385,0.5339805483818054,0.8703140830800405,0.859,0.8646200301962756,1000.0,0.9324596774193548,0.925,0.928714859437751,1000.0,0.8373626373626374,0.762,0.7979057591623037,1000.0,0.634417808219178,0.741,0.683579335793358,1000.0,0.8497807017543859,0.775,0.8106694560669455,1000.0,0.8060046189376443,0.698,0.7481243301178992,1000.0,0.8816986855409504,0.872,0.8768225238813474,1000.0,0.8423963133640553,0.914,0.8767386091127098,1000.0,0.8789025543992431,0.929,0.9032571706368496,1000.0,0.8800773694390716,0.91,0.8947885939036383,1000.0,0.8413414449516562,0.8385,0.8385220668309078,10000.0,0.8413414449516562,0.8385,0.8385220668309077,10000.0,Lowest
Mixed,Xception,Pixelate 3,2024-11-05 13:25:09.290913,2626.050820350647,3,0.8288,0.5541735291481018,0.8729508196721312,0.852,0.8623481781376517,1000.0,0.9355168884339816,0.914,0.924633282751644,1000.0,0.8356009070294784,0.737,0.7832093517534539,1000.0,0.6130903065451533,0.74,0.6705935659265972,1000.0,0.8299024918743229,0.766,0.796671866874675,1000.0,0.791812865497076,0.677,0.7299191374663072,1000.0,0.8721649484536083,0.846,0.8588832487309643,1000.0,0.8354779411764706,0.909,0.8706896551724138,1000.0,0.87243947858473,0.937,0.9035679845708776,1000.0,0.8683206106870229,0.91,0.888671875,1000.0,0.8327277257953976,0.8288,0.8289188146384584,10000.0,0.8327277257953974,0.8288,0.8289188146384586,10000.0,Lowest
Mixed,Xception,Pixelate 4,2024-11-05 13:25:19.739981,2626.050820350647,3,0.8172,0.6016440391540527,0.8486377396569122,0.841,0.8448016072325464,1000.0,0.9406150583244964,0.887,0.9130211013896036,1000.0,0.8368794326241135,0.708,0.7670639219934995,1000.0,0.5967479674796748,0.734,0.6582959641255606,1000.0,0.8136125654450261,0.777,0.7948849104859336,1000.0,0.8020176544766708,0.636,0.709425543781372,1000.0,0.871900826446281,0.844,0.8577235772357723,1000.0,0.8287037037037037,0.895,0.8605769230769231,1000.0,0.8456678700361011,0.937,0.8889943074003795,1000.0,0.8406998158379374,0.913,0.8753595397890701,1000.0,0.8225482634030916,0.8172,0.8170147396510661,10000.0,0.8225482634030917,0.8172,0.8170147396510661,10000.0,Lowest
Mixed,Xception,Pixelate 5,2024-11-05 13:25:29.848817,2626.050820350647,3,0.7868,0.7122285962104797,0.8650442477876106,0.782,0.8214285714285715,1000.0,0.9393282773564464,0.867,0.9017160686427456,1000.0,0.8236040609137056,0.649,0.7259507829977628,1000.0,0.5410909090909091,0.744,0.6265263157894737,1000.0,0.7712287712287712,0.772,0.7716141929035484,1000.0,0.7921348314606742,0.564,0.6588785046728972,1000.0,0.8778280542986425,0.776,0.8237791932059447,1000.0,0.8216318785578748,0.866,0.8432327166504382,1000.0,0.7959356477561389,0.94,0.8619899128839982,1000.0,0.7707979626485568,0.908,0.8337924701561065,1000.0,0.799862464109933,0.7867999999999999,0.7868908729331487,10000.0,0.799862464109933,0.7868,0.7868908729331486,10000.0,Mid-Range
Mixed,Xception,Saturate 1,2024-11-05 13:25:39.278457,2626.050820350647,3,0.8203,0.6157063245773315,0.8466730954676953,0.878,0.8620520373097693,1000.0,0.9533195020746889,0.919,0.9358452138492872,1000.0,0.8416565164433617,0.691,0.7589236683141132,1000.0,0.5669577874818049,0.779,0.6562763268744735,1000.0,0.8645320197044335,0.702,0.7748344370860927,1000.0,0.7883720930232558,0.678,0.7290322580645161,1000.0,0.8589211618257261,0.828,0.8431771894093686,1000.0,0.8498062015503876,0.877,0.8631889763779527,1000.0,0.8348134991119005,0.94,0.8842897460018815,1000.0,0.901980198019802,0.911,0.9064676616915424,1000.0,0.8307032074703056,0.8202999999999999,0.8214087514978997,10000.0,0.8307032074703057,0.8203,0.8214087514978997,10000.0,Mid-Range
Mixed,Xception,Saturate 2,2024-11-05 13:25:49.069929,2626.050820350647,3,0.7902,0.7248419523239136,0.7963963963963964,0.884,0.837914691943128,1000.0,0.9559748427672956,0.912,0.933469805527124,1000.0,0.8151476251604621,0.635,0.7138842046093311,1000.0,0.511520737327189,0.777,0.6169114728066694,1000.0,0.8511821974965229,0.612,0.7120418848167539,1000.0,0.7757793764988009,0.647,0.7055616139585605,1000.0,0.8597081930415263,0.766,0.8101533580116341,1000.0,0.8381618381618382,0.839,0.8385807096451774,1000.0,0.7972626176218991,0.932,0.859382203780544,1000.0,0.876953125,0.898,0.8873517786561265,1000.0,0.8078086949471931,0.7902,0.7915251723755048,10000.0,0.8078086949471931,0.7902,0.7915251723755049,10000.0,Mid-Range
Mixed,Xception,Saturate 3,2024-11-05 13:26:01.099911,2626.050820350647,3,0.8343,0.5517499446868896,0.8650306748466258,0.846,0.8554095045500506,1000.0,0.8996138996138996,0.932,0.9155206286836935,1000.0,0.7965587044534413,0.787,0.7917505030181088,1000.0,0.6597472924187726,0.731,0.6935483870967742,1000.0,0.8929471032745592,0.709,0.7904124860646599,1000.0,0.7838745800671892,0.7,0.739566825145272,1000.0,0.8674351585014409,0.903,0.884860362567369,1000.0,0.8176943699731903,0.915,0.8636149126946674,1000.0,0.9030362389813908,0.922,0.9124195942602672,1000.0,0.8786692759295499,0.898,0.8882294757665677,1000.0,0.8364607298060059,0.8343,0.8335332679847431,10000.0,0.8364607298060058,0.8343,0.833533267984743,10000.0,Lowest
Mixed,Xception,Saturate 4,2024-11-05 13:26:10.797781,2626.050820350647,3,0.7866,0.7458206415176392,0.8001968503937008,0.813,0.8065476190476191,1000.0,0.8447488584474886,0.925,0.883054892601432,1000.0,0.6866485013623979,0.756,0.7196573060447405,1000.0,0.6042553191489362,0.71,0.6528735632183907,1000.0,0.8948170731707317,0.587,0.7089371980676329,1000.0,0.7739816031537451,0.589,0.668938103350369,1000.0,0.7944954128440367,0.866,0.8287081339712917,1000.0,0.8007246376811594,0.884,0.8403041825095057,1000.0,0.9080459770114944,0.869,0.8880940214614206,1000.0,0.8296650717703349,0.867,0.847921760391198,1000.0,0.7937579304984026,0.7866,0.7845036780663601,10000.0,0.7937579304984026,0.7866,0.78450367806636,10000.0,Highest
Mixed,Xception,Saturate 5,2024-11-05 13:26:22.185923,2626.050820350647,3,0.7248,1.00681734085083,0.7168224299065421,0.767,0.7410628019323672,1000.0,0.7925669835782195,0.917,0.85025498377376,1000.0,0.5879967558799676,0.725,0.6493506493506493,1000.0,0.5188976377952756,0.659,0.5806167400881057,1000.0,0.8867924528301887,0.47,0.6143790849673203,1000.0,0.7636054421768708,0.449,0.5654911838790931,1000.0,0.7084048027444254,0.826,0.7626962142197599,1000.0,0.7815533980582524,0.805,0.7931034482758621,1000.0,0.9083619702176404,0.793,0.8467698878804059,1000.0,0.7728531855955678,0.837,0.8036485837734038,1000.0,0.743785505878295,0.7248,0.7207373578140727,10000.0,0.7437855058782951,0.7248,0.7207373578140727,10000.0,Highest
Mixed,Xception,Shot Noise 1,2024-11-05 13:26:32.972627,2626.050820350647,3,0.8393,0.5201677083969116,0.8927813163481954,0.841,0.8661174047373842,1000.0,0.9302093718843468,0.933,0.9316025961058412,1000.0,0.8141025641025641,0.762,0.7871900826446281,1000.0,0.649059982094897,0.725,0.6849315068493151,1000.0,0.8502252252252253,0.755,0.7997881355932204,1000.0,0.7975528364849833,0.717,0.755134281200632,1000.0,0.8401486988847584,0.904,0.8709055876685935,1000.0,0.851921274601687,0.909,0.8795355587808419,1000.0,0.8875236294896031,0.939,0.912536443148688,1000.0,0.8954635108481263,0.908,0.9016881827209534,1000.0,0.8408988409964386,0.8393,0.8389429779450097,10000.0,0.8408988409964386,0.8393,0.8389429779450098,10000.0,Lowest
Mixed,Xception,Shot Noise 2,2024-11-05 13:26:43.930585,2626.050820350647,3,0.8302,0.5594673156738281,0.8919514884233738,0.809,0.8484530676455165,1000.0,0.9315206445115812,0.925,0.9282488710486704,1000.0,0.8146128680479825,0.747,0.7793427230046948,1000.0,0.6402493321460374,0.719,0.6773433820065944,1000.0,0.8344519015659956,0.746,0.7877507919746567,1000.0,0.8018120045300113,0.708,0.751991502920871,1000.0,0.8015943312666076,0.905,0.850164396430249,1000.0,0.8560533841754051,0.898,0.8765251342118106,1000.0,0.87243947858473,0.937,0.9035679845708776,1000.0,0.8806983511154219,0.908,0.8941408173313639,1000.0,0.8325383784367147,0.8301999999999999,0.8297528671145304,10000.0,0.8325383784367146,0.8302,0.8297528671145304,10000.0,Mid-Range
Mixed,Xception,Shot Noise 3,2024-11-05 13:26:53.328432,2626.050820350647,3,0.8019,0.678500771522522,0.8837209302325582,0.76,0.8172043010752689,1000.0,0.9351851851851852,0.909,0.9219066937119677,1000.0,0.8037602820211516,0.684,0.7390599675850892,1000.0,0.6120313862249346,0.702,0.6539357242664182,1000.0,0.7921787709497207,0.709,0.7482849604221636,1000.0,0.7945879458794588,0.646,0.7126309983452841,1000.0,0.6932422171602126,0.913,0.788088044885628,1000.0,0.8574237954768928,0.872,0.8646504709965295,1000.0,0.8554216867469879,0.923,0.8879268879268879,1000.0,0.8589132507149666,0.901,0.879453391898487,1000.0,0.8086465450592069,0.8019000000000001,0.8013141441113725,10000.0,0.8086465450592069,0.8019,0.8013141441113723,10000.0,Mid-Range
Mixed,Xception,Shot Noise 4,2024-11-05 13:27:03.090243,2626.050820350647,3,0.7863,0.7285053133964539,0.8882211538461539,0.739,0.8067685589519651,1000.0,0.9360587002096435,0.893,0.9140225179119756,1000.0,0.7684964200477327,0.644,0.7007616974972797,1000.0,0.6049165935030729,0.689,0.6442262739597944,1000.0,0.7938144329896907,0.693,0.7399893219434062,1000.0,0.7813299232736572,0.611,0.6857463524130191,1000.0,0.6440084092501752,0.919,0.7573135558302431,1000.0,0.8485148514851485,0.857,0.8527363184079602,1000.0,0.8580765639589168,0.919,0.8874939642684692,1000.0,0.8370577281191807,0.899,0.8669238187078111,1000.0,0.7960494776683371,0.7863,0.7855982379891924,10000.0,0.7960494776683373,0.7863,0.7855982379891924,10000.0,Mid-Range
Mixed,Xception,Shot Noise 5,2024-11-05 13:27:12.897652,2626.050820350647,3,0.7578,0.8631749153137207,0.889171974522293,0.698,0.7820728291316527,1000.0,0.9331919406150584,0.88,0.9058157488419968,1000.0,0.7560050568900126,0.598,0.6677833612506979,1000.0,0.5888689407540395,0.656,0.620624408703879,1000.0,0.7748502994011977,0.647,0.7051771117166213,1000.0,0.7779349363507779,0.55,0.6444053895723492,1000.0,0.5554231227651967,0.932,0.6960418222554144,1000.0,0.8434959349593496,0.83,0.8366935483870969,1000.0,0.8563106796116505,0.882,0.8689655172413793,1000.0,0.7987643424536628,0.905,0.8485700890764182,1000.0,0.7774017228323238,0.7578,0.7576149826177506,10000.0,0.7774017228323239,0.7578,0.7576149826177506,10000.0,Mid-Range
