strategy,model,evaluation_set,date_finished,training_time,fold,accuracy,loss,precision(0),recall(0),f1-score(0),support(0),precision(1),recall(1),f1-score(1),support(1),precision(2),recall(2),f1-score(2),support(2),precision(3),recall(3),f1-score(3),support(3),precision(4),recall(4),f1-score(4),support(4),precision(5),recall(5),f1-score(5),support(5),precision(6),recall(6),f1-score(6),support(6),precision(7),recall(7),f1-score(7),support(7),precision(8),recall(8),f1-score(8),support(8),precision(9),recall(9),f1-score(9),support(9),precision(macro avg),recall(macro avg),f1-score(macro avg),support(macro avg),precision(weighted avg),recall(weighted avg),f1-score(weighted avg),support(weighted avg)
Mixed,ResNet50,Speckle Noise 3,2024-11-04 14:16:14.480859,1665.0994396209717,8,0.7933,0.7155895829200745,0.8864678899082569,0.773,0.8258547008547008,1000.0,0.8872691933916423,0.913,0.8999507146377526,1000.0,0.7637795275590551,0.679,0.7188988883006883,1000.0,0.5288796102992345,0.76,0.6237176856791137,1000.0,0.8058035714285714,0.722,0.7616033755274262,1000.0,0.7822878228782287,0.636,0.7015995587424159,1000.0,0.7838078291814946,0.881,0.8295668549905837,1000.0,0.8478038815117467,0.83,0.8388074785245072,1000.0,0.8967935871743486,0.895,0.8958958958958958,1000.0,0.8764278296988577,0.844,0.8599083036169128,1000.0,0.8059320743031437,0.7933000000000001,0.7955803456769996,10000.0,0.8059320743031436,0.7933,0.7955803456769996,10000.0
Mixed,ResNet50,Speckle Noise 4,2024-11-04 14:16:21.070912,1665.0994396209717,8,0.7753,0.7826000452041626,0.8810939357907254,0.741,0.8049972840847365,1000.0,0.8794946550048591,0.905,0.8920650566781665,1000.0,0.7358916478555305,0.652,0.6914103923647933,1000.0,0.5242510699001427,0.735,0.6119900083263946,1000.0,0.7705479452054794,0.675,0.7196162046908314,1000.0,0.7716049382716049,0.625,0.6906077348066298,1000.0,0.730327868852459,0.891,0.8027027027027026,1000.0,0.835221421215242,0.811,0.8229325215626586,1000.0,0.8817635270541082,0.88,0.880880880880881,1000.0,0.8665977249224406,0.838,0.8520589730554143,1000.0,0.7876794734072592,0.7753,0.7769261759153209,10000.0,0.7876794734072592,0.7753,0.7769261759153209,10000.0
Mixed,ResNet50,Speckle Noise 5,2024-11-04 14:16:27.796518,1665.0994396209717,8,0.7548,0.8561798930168152,0.8705738705738706,0.713,0.7839472237493128,1000.0,0.873405299313052,0.89,0.8816245666171372,1000.0,0.7121034077555817,0.606,0.6547811993517019,1000.0,0.5109489051094891,0.7,0.5907172995780591,1000.0,0.754041570438799,0.653,0.69989281886388,1000.0,0.7577639751552795,0.61,0.6759002770083102,1000.0,0.6624251497005988,0.885,0.7577054794520549,1000.0,0.8292939936775553,0.787,0.8075936377629553,1000.0,0.8788187372708758,0.863,0.8708375378405652,1000.0,0.8384845463609173,0.841,0.8397403894158761,1000.0,0.768785945535602,0.7547999999999999,0.7562740429639853,10000.0,0.7687859455356019,0.7548,0.7562740429639853,10000.0
Mixed,ResNet50,Zoom Blur 1,2024-11-04 14:16:34.498860,1665.0994396209717,8,0.7633,0.821086049079895,0.8817966903073287,0.746,0.8082340195016251,1000.0,0.900518134715026,0.869,0.8844783715012723,1000.0,0.6883495145631068,0.709,0.6985221674876847,1000.0,0.4635416666666667,0.801,0.5872434017595308,1000.0,0.7823660714285714,0.701,0.739451476793249,1000.0,0.7595907928388747,0.594,0.6666666666666666,1000.0,0.8641239570917759,0.725,0.7884719956498097,1000.0,0.8155533399800599,0.818,0.816774837743385,1000.0,0.8407582938388626,0.887,0.8632603406326034,1000.0,0.9147196261682244,0.783,0.84375,1000.0,0.7911318087598498,0.7633,0.7696853277735827,10000.0,0.7911318087598497,0.7633,0.7696853277735827,10000.0
Mixed,ResNet50,Zoom Blur 2,2024-11-04 14:16:41.015586,1665.0994396209717,8,0.7605,0.8282120823860168,0.8782201405152225,0.75,0.8090614886731392,1000.0,0.914103923647932,0.862,0.8872876994338652,1000.0,0.6943056943056943,0.695,0.6946526736631684,1000.0,0.4508928571428571,0.808,0.5787965616045845,1000.0,0.7565036420395421,0.727,0.741458439571647,1000.0,0.7710843373493976,0.576,0.6594161419576416,1000.0,0.8700980392156863,0.71,0.7819383259911895,1000.0,0.8335056876938987,0.806,0.8195221148957804,1000.0,0.8300653594771242,0.889,0.8585224529212941,1000.0,0.9221698113207548,0.782,0.8463203463203464,1000.0,0.7920949492708109,0.7605000000000001,0.7676976245032656,10000.0,0.792094949270811,0.7605,0.7676976245032656,10000.0
Mixed,ResNet50,Zoom Blur 3,2024-11-04 14:16:47.906946,1665.0994396209717,8,0.7415,0.8883830308914185,0.8692033293697978,0.731,0.7941336230309615,1000.0,0.9116684841875682,0.836,0.8721961398017736,1000.0,0.6676499508357916,0.679,0.6732771442736738,1000.0,0.424385138670853,0.811,0.5571968395740295,1000.0,0.744138634046891,0.73,0.7370015143866734,1000.0,0.7690179806362379,0.556,0.645385954730122,1000.0,0.8699731903485255,0.649,0.743413516609393,1000.0,0.8123076923076923,0.792,0.8020253164556961,1000.0,0.8145087235996327,0.887,0.8492101483963619,1000.0,0.93,0.744,0.8266666666666667,1000.0,0.781285312400299,0.7415,0.7500506863925352,10000.0,0.781285312400299,0.7415,0.7500506863925351,10000.0
Mixed,ResNet50,Zoom Blur 4,2024-11-04 14:16:54.715815,1665.0994396209717,8,0.7244,0.9424372911453248,0.8523255813953489,0.733,0.7881720430107527,1000.0,0.911864406779661,0.807,0.8562334217506632,1000.0,0.663681592039801,0.667,0.6653366583541148,1000.0,0.3973988439306358,0.825,0.5364109232769831,1000.0,0.7144249512670565,0.733,0.723593287265548,1000.0,0.7761194029850746,0.52,0.6227544910179641,1000.0,0.8768115942028986,0.605,0.7159763313609467,1000.0,0.8278867102396514,0.76,0.7924921793534933,1000.0,0.7962128043282236,0.883,0.8373636794689425,1000.0,0.9342969776609724,0.711,0.8074957410562181,1000.0,0.7751022864829322,0.7244,0.7345828755915627,10000.0,0.7751022864829324,0.7244,0.7345828755915627,10000.0
Mixed,ResNet50,Zoom Blur 5,2024-11-04 14:17:03.484807,1665.0994396209717,8,0.6944,1.0625455379486084,0.8238636363636364,0.725,0.7712765957446809,1000.0,0.910843373493976,0.756,0.8262295081967215,1000.0,0.6414342629482072,0.644,0.6427145708582834,1000.0,0.3653675819309123,0.825,0.5064456721915285,1000.0,0.6833797585886723,0.736,0.7087144920558498,1000.0,0.7649918962722853,0.472,0.5837971552257267,1000.0,0.8817733990147784,0.537,0.6674953387197017,1000.0,0.8074807480748075,0.734,0.7689889994761656,1000.0,0.77390527256479,0.866,0.8173666823973572,1000.0,0.9311334289813488,0.649,0.7648791985857395,1000.0,0.7584173358233415,0.6944,0.7057908213451756,10000.0,0.7584173358233413,0.6944,0.7057908213451755,10000.0
Mixed,ResNet50,In-Distribution,2024-11-04 14:44:14.543998,1615.750016450882,9,0.8176,0.6258189082145691,0.7951042611060744,0.877,0.8340466000951023,1000.0,0.8952007835455436,0.914,0.9045027214250372,1000.0,0.8534798534798534,0.699,0.7685541506322154,1000.0,0.593141075604053,0.761,0.6666666666666667,1000.0,0.8734491315136477,0.704,0.7796234772978958,1000.0,0.7598299681190224,0.715,0.7367336424523442,1000.0,0.8264081255771006,0.895,0.8593374939990399,1000.0,0.8406072106261859,0.886,0.8627069133398247,1000.0,0.9446902654867256,0.854,0.8970588235294118,1000.0,0.8833671399594321,0.871,0.877139979859013,1000.0,0.8265277815017639,0.8176,0.818637046929655,10000.0,0.8265277815017639,0.8176,0.8186370469296551,10000.0
Mixed,ResNet50,Brightness 1,2024-11-04 14:44:23.284101,1615.750016450882,9,0.8142,0.6315901279449463,0.7764084507042254,0.882,0.8258426966292135,1000.0,0.8896484375,0.911,0.900197628458498,1000.0,0.8622448979591837,0.676,0.7578475336322871,1000.0,0.5861538461538461,0.762,0.662608695652174,1000.0,0.8689320388349514,0.716,0.7850877192982455,1000.0,0.7545164718384697,0.71,0.7315816589386913,1000.0,0.831924882629108,0.886,0.8581113801452785,1000.0,0.847036328871893,0.886,0.8660801564027371,1000.0,0.9395604395604396,0.855,0.8952879581151832,1000.0,0.8845360824742268,0.858,0.8710659898477157,1000.0,0.8240961876526344,0.8142000000000001,0.8153711417120025,10000.0,0.8240961876526344,0.8142,0.8153711417120023,10000.0
Mixed,ResNet50,Brightness 2,2024-11-04 14:44:30.040884,1615.750016450882,9,0.8093,0.6530881524085999,0.7624356775300172,0.889,0.8208679593721144,1000.0,0.8914956011730205,0.912,0.9016312407315868,1000.0,0.8653846153846154,0.675,0.7584269662921348,1000.0,0.5711043872919819,0.755,0.6503014642549526,1000.0,0.8623629719853837,0.708,0.7775947281713345,1000.0,0.7459807073954984,0.696,0.7201241593378169,1000.0,0.8311068702290076,0.871,0.8505859375,1000.0,0.8505303760848602,0.882,0.8659793814432989,1000.0,0.9293478260869564,0.855,0.890625,1000.0,0.8947368421052632,0.85,0.8717948717948718,1000.0,0.8204485875266606,0.8093,0.8107931708898111,10000.0,0.8204485875266604,0.8093,0.8107931708898111,10000.0
Mixed,ResNet50,Brightness 3,2024-11-04 14:44:36.725169,1615.750016450882,9,0.8003,0.689435601234436,0.7241935483870968,0.898,0.8017857142857143,1000.0,0.887144259077527,0.904,0.8954928182268451,1000.0,0.8628719275549805,0.667,0.7523970671178792,1000.0,0.5549853372434017,0.757,0.6404399323181049,1000.0,0.8628428927680798,0.692,0.7680355160932297,1000.0,0.737012987012987,0.681,0.7079002079002079,1000.0,0.8325266214908035,0.86,0.8460403344810625,1000.0,0.859251968503937,0.873,0.8660714285714286,1000.0,0.9236641221374046,0.847,0.8836724047991652,1000.0,0.9035087719298246,0.824,0.8619246861924686,1000.0,0.8148002436106043,0.8003,0.8023760109986107,10000.0,0.8148002436106042,0.8003,0.8023760109986104,10000.0
Mixed,ResNet50,Brightness 4,2024-11-04 14:44:43.635661,1615.750016450882,9,0.784,0.7384896278381348,0.6952822892498066,0.899,0.7841255996511122,1000.0,0.8783120706575074,0.895,0.8865775136206043,1000.0,0.8448275862068966,0.637,0.7263397947548461,1000.0,0.5212620027434842,0.76,0.6183889340927583,1000.0,0.8544303797468354,0.675,0.7541899441340784,1000.0,0.7275784753363229,0.649,0.686046511627907,1000.0,0.83,0.83,0.83,1000.0,0.8623115577889447,0.858,0.8601503759398497,1000.0,0.9158469945355192,0.838,0.875195822454308,1000.0,0.903846153846154,0.799,0.8481953290870489,1000.0,0.8033697510111472,0.784,0.7869209825362512,10000.0,0.8033697510111472,0.784,0.7869209825362513,10000.0
Mixed,ResNet50,Brightness 5,2024-11-04 14:44:50.304427,1615.750016450882,9,0.7401,0.880166232585907,0.6049300466355763,0.908,0.726109556177529,1000.0,0.869475847893114,0.846,0.8575772934617334,1000.0,0.8307905686546463,0.599,0.6961069145845439,1000.0,0.4512851165570831,0.755,0.5649083426861204,1000.0,0.8326693227091634,0.627,0.7153451226468912,1000.0,0.7046004842615012,0.582,0.6374589266155531,1000.0,0.8302502720348205,0.763,0.795205836373111,1000.0,0.867237687366167,0.81,0.8376421923474665,1000.0,0.8747203579418344,0.782,0.825765575501584,1000.0,0.9044665012406948,0.729,0.8073089700996677,1000.0,0.7770426205294602,0.7401000000000001,0.74634287304942,10000.0,0.7770426205294602,0.7401,0.74634287304942,10000.0
Mixed,ResNet50,Contrast 1,2024-11-04 14:44:56.889809,1615.750016450882,9,0.8088,0.6286715269088745,0.7766903914590747,0.873,0.8220338983050848,1000.0,0.93756727664155,0.871,0.9030585795749092,1000.0,0.8402948402948403,0.684,0.7541345093715546,1000.0,0.5718725718725719,0.736,0.6436379536510712,1000.0,0.7711781888997079,0.792,0.7814504193389245,1000.0,0.8240740740740741,0.623,0.7095671981776764,1000.0,0.7810094097519247,0.913,0.8418626094974643,1000.0,0.883248730964467,0.87,0.8765743073047859,1000.0,0.896551724137931,0.884,0.8902316213494462,1000.0,0.9122426868905742,0.842,0.8757150286011439,1000.0,0.8194729894986714,0.8088000000000001,0.8098266125172062,10000.0,0.8194729894986716,0.8088,0.8098266125172061,10000.0
Mixed,ResNet50,Contrast 2,2024-11-04 14:45:04.016390,1615.750016450882,9,0.6966,1.0307583808898926,0.6683168316831684,0.81,0.7323688969258589,1000.0,0.9512893982808024,0.664,0.7820965842167256,1000.0,0.7396745932415519,0.591,0.6570316842690382,1000.0,0.4709180098107918,0.672,0.553770086526576,1000.0,0.5337461300309597,0.862,0.6592734225621415,1000.0,0.8489795918367347,0.416,0.5583892617449665,1000.0,0.689419795221843,0.808,0.7440147329650093,1000.0,0.9115281501340484,0.68,0.7789232531500573,1000.0,0.7254901960784313,0.888,0.7985611510791366,1000.0,0.9319286871961102,0.575,0.7111935683364256,1000.0,0.7471291383514441,0.6966,0.6975622641775936,10000.0,0.7471291383514442,0.6966,0.6975622641775935,10000.0
Mixed,ResNet50,Contrast 3,2024-11-04 14:45:10.653024,1615.750016450882,9,0.5735,1.540081262588501,0.5747126436781609,0.75,0.6507592190889371,1000.0,0.973871733966746,0.41,0.5770584095707247,1000.0,0.6708860759493671,0.477,0.5575686732904734,1000.0,0.4038978494623655,0.601,0.4831189710610932,1000.0,0.380343763772587,0.863,0.5279902110737229,1000.0,0.8184357541899442,0.293,0.4315169366715758,1000.0,0.6233396584440227,0.657,0.6397273612463485,1000.0,0.9144385026737968,0.513,0.6572709801409353,1000.0,0.5821192052980132,0.879,0.7003984063745019,1000.0,0.9040247678018576,0.292,0.4414210128495842,1000.0,0.684606995523686,0.5734999999999999,0.5666830181367898,10000.0,0.6846069955236862,0.5735,0.5666830181367897,10000.0
Mixed,ResNet50,Contrast 4,2024-11-04 14:45:17.505272,1615.750016450882,9,0.4054,2.435981750488281,0.4150943396226415,0.638,0.5029562475364604,1000.0,0.9775280898876404,0.087,0.1597796143250688,1000.0,0.594704684317719,0.292,0.391683433936955,1000.0,0.3204022988505747,0.446,0.3729096989966555,1000.0,0.2571071540143705,0.823,0.3918114734587002,1000.0,0.6982758620689655,0.162,0.262987012987013,1000.0,0.5468549422336328,0.426,0.478920741989882,1000.0,0.9381107491856676,0.288,0.4407039020657995,1000.0,0.4368779465688842,0.834,0.573392918528704,1000.0,0.9206349206349206,0.058,0.1091251175917215,1000.0,0.6105590987385018,0.4054,0.368427016141696,10000.0,0.6105590987385017,0.4054,0.368427016141696,10000.0
Mixed,ResNet50,Contrast 5,2024-11-04 14:45:24.304279,1615.750016450882,9,0.1888,3.82784104347229,0.1299115913555992,0.529,0.208596214511041,1000.0,0.0,0.0,0.0,1000.0,0.4230769230769231,0.011,0.0214424951267056,1000.0,0.2185792349726776,0.08,0.1171303074670571,1000.0,0.1828289067325509,0.592,0.2793770646531383,1000.0,0.3055555555555556,0.011,0.0212355212355212,1000.0,0.4363636363636363,0.024,0.0454976303317535,1000.0,1.0,0.005,0.0099502487562189,1000.0,0.2888283378746594,0.636,0.3972517176764522,1000.0,0.0,0.0,0.0,1000.0,0.2985144185931602,0.1888,0.1100481199757888,10000.0,0.2985144185931602,0.1888,0.1100481199757888,10000.0
Mixed,ResNet50,Defocus Blur 1,2024-11-04 14:45:31.286756,1615.750016450882,9,0.8191,0.6164108514785767,0.809082483781279,0.873,0.8398268398268399,1000.0,0.9012833168805529,0.913,0.907103825136612,1000.0,0.8418549346016647,0.708,0.7691472026072786,1000.0,0.5875096376252892,0.762,0.6634740966478014,1000.0,0.865546218487395,0.721,0.7866884888161484,1000.0,0.7631296891747053,0.712,0.7366787377133988,1000.0,0.8355263157894737,0.889,0.8614341085271318,1000.0,0.8482228626320846,0.883,0.8652621264086232,1000.0,0.9331896551724138,0.866,0.8983402489626556,1000.0,0.8898043254376931,0.864,0.8767123287671234,1000.0,0.8275149439582551,0.8191,0.8204668003413612,10000.0,0.827514943958255,0.8191,0.8204668003413613,10000.0
Mixed,ResNet50,Defocus Blur 2,2024-11-04 14:45:38.200551,1615.750016450882,9,0.8132,0.6204442977905273,0.8222433460076045,0.865,0.8430799220272904,1000.0,0.8965174129353234,0.901,0.8987531172069826,1000.0,0.8229777256740914,0.702,0.7576902320561252,1000.0,0.5580389329488104,0.774,0.6485127775450356,1000.0,0.8495981630309989,0.74,0.7910208444681988,1000.0,0.7556756756756757,0.699,0.7262337662337661,1000.0,0.8484546360917248,0.851,0.8497254118821767,1000.0,0.8642220019821606,0.872,0.8680935788949726,1000.0,0.925498426023085,0.882,0.9032258064516128,1000.0,0.8980891719745223,0.846,0.8712667353244078,1000.0,0.8241315492343997,0.8131999999999999,0.8157602192090568,10000.0,0.8241315492343998,0.8132,0.8157602192090567,10000.0
Mixed,ResNet50,Defocus Blur 3,2024-11-04 14:45:44.805620,1615.750016450882,9,0.8013,0.6488209962844849,0.8210831721470019,0.849,0.8348082595870205,1000.0,0.8979591836734694,0.88,0.888888888888889,1000.0,0.7856341189674523,0.7,0.7403490216816498,1000.0,0.5310391363022942,0.787,0.6341659951651893,1000.0,0.8245810055865922,0.738,0.7788918205804749,1000.0,0.7584269662921348,0.675,0.7142857142857143,1000.0,0.8555093555093555,0.823,0.8389398572884812,1000.0,0.8785046728971962,0.846,0.8619460010188488,1000.0,0.8995943204868154,0.887,0.8932527693857,1000.0,0.9029443838604144,0.828,0.8638497652582159,1000.0,0.8155276315722727,0.8013,0.8049378093140185,10000.0,0.8155276315722726,0.8013,0.8049378093140184,10000.0
Mixed,ResNet50,Defocus Blur 4,2024-11-04 14:45:51.495690,1615.750016450882,9,0.787,0.6937243938446045,0.8091085271317829,0.835,0.8218503937007875,1000.0,0.9015706806282724,0.861,0.8808184143222507,1000.0,0.7551686615886833,0.694,0.7232933819697759,1000.0,0.5003178639542276,0.787,0.6117372716673145,1000.0,0.7978021978021979,0.726,0.7602094240837697,1000.0,0.7528868360277137,0.652,0.6988210075026796,1000.0,0.8640883977900552,0.782,0.8209973753280839,1000.0,0.8924731182795699,0.83,0.8601036269430051,1000.0,0.882703777335984,0.888,0.8853439680957128,1000.0,0.9015486725663716,0.815,0.8560924369747899,1000.0,0.8057668733104858,0.7869999999999999,0.791926730058817,10000.0,0.8057668733104859,0.787,0.791926730058817,10000.0
Mixed,ResNet50,Defocus Blur 5,2024-11-04 14:45:58.212535,1615.750016450882,9,0.7347,0.8579667210578918,0.805672268907563,0.767,0.7858606557377048,1000.0,0.8995433789954338,0.788,0.8400852878464818,1000.0,0.6713995943204868,0.662,0.6666666666666667,1000.0,0.4276422764227642,0.789,0.5546572934973638,1000.0,0.7274633123689728,0.694,0.7103377686796316,1000.0,0.693950177935943,0.585,0.6348345089527944,1000.0,0.8630653266331658,0.687,0.765033407572383,1000.0,0.9121951219512195,0.748,0.8219780219780219,1000.0,0.8010801080108011,0.89,0.8432022738038845,1000.0,0.9020807833537332,0.737,0.8112272977435333,1000.0,0.7704092348900083,0.7347,0.7433883182478466,10000.0,0.7704092348900083,0.7347,0.7433883182478467,10000.0
Mixed,ResNet50,Elastic 1,2024-11-04 14:46:05.030305,1615.750016450882,9,0.7739,0.7390510439872742,0.7679708826205641,0.844,0.8041924726060028,1000.0,0.8780487804878049,0.864,0.8709677419354839,1000.0,0.7511363636363636,0.661,0.7031914893617022,1000.0,0.5103305785123967,0.741,0.6044045676998369,1000.0,0.7932636469221835,0.683,0.7340139709833423,1000.0,0.7470449172576832,0.632,0.6847237269772481,1000.0,0.806829268292683,0.827,0.8167901234567901,1000.0,0.8293172690763052,0.826,0.8276553106212425,1000.0,0.91005291005291,0.86,0.884318766066838,1000.0,0.8782894736842105,0.801,0.8378661087866109,1000.0,0.7872284090543105,0.7739,0.7768124278495098,10000.0,0.7872284090543106,0.7739,0.7768124278495098,10000.0
Mixed,ResNet50,Elastic 2,2024-11-04 14:46:11.748859,1615.750016450882,9,0.7823,0.7027668952941895,0.7761601455868972,0.853,0.8127679847546451,1000.0,0.8910585817060637,0.867,0.87886467308667,1000.0,0.7857142857142857,0.671,0.7238403451995685,1000.0,0.5133470225872689,0.75,0.6095083299471759,1000.0,0.8114285714285714,0.71,0.7573333333333333,1000.0,0.7379310344827587,0.642,0.6866310160427808,1000.0,0.8171091445427728,0.831,0.8239960337134358,1000.0,0.8388388388388388,0.838,0.8384192096048023,1000.0,0.902127659574468,0.848,0.8742268041237113,1000.0,0.8914473684210527,0.813,0.850418410041841,1000.0,0.7965162652882978,0.7823,0.7856006139847964,10000.0,0.7965162652882978,0.7823,0.7856006139847963,10000.0
Mixed,ResNet50,Elastic 3,2024-11-04 14:46:18.564265,1615.750016450882,9,0.7726,0.7315303087234497,0.7715877437325905,0.831,0.8001925854597979,1000.0,0.8859832635983264,0.847,0.8660531697341514,1000.0,0.7553793884484711,0.667,0.7084439723844929,1000.0,0.4921976592977893,0.757,0.5965327029156816,1000.0,0.8036117381489842,0.712,0.7550371155885471,1000.0,0.7444831591173054,0.641,0.6888769478774853,1000.0,0.8241308793456033,0.806,0.8149646107178969,1000.0,0.8587987355110642,0.815,0.836326321190354,1000.0,0.8831437435367114,0.854,0.8683274021352312,1000.0,0.8795580110497238,0.796,0.8356955380577428,1000.0,0.789887432178657,0.7726000000000001,0.777045036606138,10000.0,0.7898874321786571,0.7726,0.7770450366061381,10000.0
Mixed,ResNet50,Elastic 4,2024-11-04 14:46:25.288731,1615.750016450882,9,0.7555,0.8091393113136292,0.7536101083032491,0.835,0.7922201138519924,1000.0,0.878755364806867,0.819,0.8478260869565218,1000.0,0.7526501766784452,0.639,0.6911844240129801,1000.0,0.4580567290283645,0.759,0.5713210387655251,1000.0,0.7718715393133998,0.697,0.7325275880189175,1000.0,0.7021028037383178,0.601,0.6476293103448276,1000.0,0.8394160583941606,0.805,0.8218478815722307,1000.0,0.8550420168067226,0.814,0.8340163934426229,1000.0,0.9004376367614879,0.823,0.8599791013584117,1000.0,0.8770114942528736,0.763,0.8160427807486631,1000.0,0.7788953928083888,0.7555,0.7614594719072693,10000.0,0.7788953928083888,0.7555,0.7614594719072694,10000.0
Mixed,ResNet50,Elastic 5,2024-11-04 14:46:31.890632,1615.750016450882,9,0.7322,0.8950048685073853,0.7325066430469442,0.827,0.7768905589478627,1000.0,0.9018912529550828,0.763,0.8266522210184183,1000.0,0.75,0.582,0.6554054054054055,1000.0,0.4429331756357185,0.749,0.5566703827573393,1000.0,0.7475622968580715,0.69,0.7176287051482059,1000.0,0.6644518272425249,0.6,0.6305832895428272,1000.0,0.7539756782039289,0.806,0.7791203479942002,1000.0,0.8433079434167573,0.775,0.8077123501823866,1000.0,0.9047058823529412,0.769,0.8313513513513513,1000.0,0.8512304250559284,0.761,0.8035902851108764,1000.0,0.7592565124767897,0.7322,0.7385604897458873,10000.0,0.7592565124767897,0.7322,0.7385604897458874,10000.0
Mixed,ResNet50,Fog 1,2024-11-04 14:46:38.596388,1615.750016450882,9,0.8174,0.613138735294342,0.7916666666666666,0.874,0.8307984790874524,1000.0,0.9274447949526814,0.882,0.90415171706817,1000.0,0.8365155131264916,0.701,0.7627856365614799,1000.0,0.5870570107858244,0.762,0.6631853785900783,1000.0,0.8215417106652587,0.778,0.7991782229070364,1000.0,0.7971864009378663,0.68,0.7339449541284403,1000.0,0.8223866790009251,0.889,0.8543969245555021,1000.0,0.8662041625371655,0.874,0.8700846192135391,1000.0,0.9150052465897168,0.872,0.8929851510496671,1000.0,0.8923395445134575,0.862,0.8769074262461852,1000.0,0.8257347729776054,0.8173999999999999,0.8188418509407551,10000.0,0.8257347729776054,0.8174,0.8188418509407552,10000.0
Mixed,ResNet50,Fog 2,2024-11-04 14:46:45.158342,1615.750016450882,9,0.7865,0.6956911683082581,0.7746350364963503,0.849,0.8101145038167938,1000.0,0.939150401836969,0.818,0.8743987172634954,1000.0,0.797153024911032,0.672,0.7292457948996203,1000.0,0.5298295454545454,0.746,0.6196013289036544,1000.0,0.7458715596330275,0.813,0.7779904306220097,1000.0,0.7818181818181819,0.602,0.6802259887005649,1000.0,0.788693234476367,0.851,0.8186628186628185,1000.0,0.8856837606837606,0.829,0.8564049586776858,1000.0,0.8579710144927536,0.888,0.8727272727272728,1000.0,0.9139908256880734,0.797,0.8514957264957265,1000.0,0.8014796585491061,0.7865,0.7890867540769642,10000.0,0.8014796585491062,0.7865,0.7890867540769642,10000.0
Mixed,ResNet50,Fog 3,2024-11-04 14:46:51.936138,1615.750016450882,9,0.7278,0.8917745351791382,0.7351598173515982,0.805,0.7684964200477328,1000.0,0.9421813403416556,0.717,0.8143100511073255,1000.0,0.727906976744186,0.626,0.6731182795698925,1000.0,0.4564393939393939,0.723,0.5595975232198143,1000.0,0.6196850393700788,0.787,0.6933920704845816,1000.0,0.7528409090909091,0.53,0.6220657276995305,1000.0,0.7524271844660194,0.775,0.7635467980295567,1000.0,0.8948004836759371,0.74,0.810071154898741,1000.0,0.790990990990991,0.878,0.8322274881516588,1000.0,0.9183135704874836,0.697,0.7924957362137578,1000.0,0.7590745706458253,0.7278,0.7329321249422592,10000.0,0.7590745706458254,0.7278,0.7329321249422591,10000.0
Mixed,ResNet50,Fog 4,2024-11-04 14:46:58.566304,1615.750016450882,9,0.6437,1.185149073600769,0.7112887112887113,0.712,0.7116441779110444,1000.0,0.939102564102564,0.586,0.7216748768472906,1000.0,0.672979797979798,0.533,0.5948660714285715,1000.0,0.3593287265547877,0.728,0.4811632518175809,1000.0,0.5302061122956645,0.746,0.619858745326132,1000.0,0.670605612998523,0.454,0.5414430530709601,1000.0,0.7157676348547718,0.69,0.7026476578411405,1000.0,0.8893871449925261,0.595,0.713001797483523,1000.0,0.6867862969004894,0.842,0.756513926325247,1000.0,0.8973941368078175,0.551,0.6827757125154895,1000.0,0.7072846738775654,0.6437,0.6525589270566979,10000.0,0.7072846738775653,0.6437,0.6525589270566978,10000.0
Mixed,ResNet50,Fog 5,2024-11-04 14:47:05.487305,1615.750016450882,9,0.4572,2.023242950439453,0.6680555555555555,0.481,0.5593023255813954,1000.0,0.969811320754717,0.257,0.4063241106719367,1000.0,0.5269886363636364,0.371,0.4354460093896713,1000.0,0.2307206068268015,0.73,0.350624399615754,1000.0,0.3686662783925451,0.633,0.4659550975340449,1000.0,0.4773082942097026,0.305,0.3721781574130567,1000.0,0.5389369592088998,0.436,0.4820342730790491,1000.0,0.889168765743073,0.353,0.5053686471009305,1000.0,0.5727124183006536,0.701,0.6303956834532375,1000.0,0.8448753462603878,0.305,0.4481998530492285,1000.0,0.6087244181615972,0.4571999999999999,0.4655828556888305,10000.0,0.6087244181615973,0.4572,0.4655828556888304,10000.0
Mixed,ResNet50,Frost 1,2024-11-04 14:47:12.234866,1615.750016450882,9,0.7929,0.706154465675354,0.7132644956314536,0.898,0.7950420540061975,1000.0,0.911340206185567,0.884,0.8974619289340102,1000.0,0.8742857142857143,0.612,0.7200000000000001,1000.0,0.5328571428571428,0.746,0.6216666666666666,1000.0,0.8534798534798534,0.699,0.7685541506322154,1000.0,0.7411894273127754,0.673,0.7054507337526207,1000.0,0.8402366863905325,0.852,0.846077457795432,1000.0,0.8527054108216433,0.851,0.851851851851852,1000.0,0.9002079002079002,0.866,0.8827726809378185,1000.0,0.8742268041237113,0.848,0.8609137055837565,1000.0,0.8093793641296294,0.7928999999999999,0.794979123016057,10000.0,0.8093793641296294,0.7929,0.7949791230160569,10000.0
